Object,ra,dec,modelMag_u,modelMagErr_u,modelMag_g,modelMagErr_g,modelMag_r,modelMagErr_r,modelMag_i,modelMagErr_i,modelMag_z,modelMagErr_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z,fiberMag_u,fiberMagErr_u,fiberMag_g,fiberMagErr_g,fiberMag_r,fiberMagErr_r,fiberMag_i,fiberMagErr_i,fiberMag_z,fiberMagErr_z,fiber2Mag_u,fiber2MagErr_u,fiber2Mag_g,fiber2MagErr_g,fiber2Mag_r,fiber2MagErr_r,fiber2Mag_i,fiber2MagErr_i,fiber2Mag_z,fiber2MagErr_z,petroMag_u,petroMagErr_u,petroMag_g,petroMagErr_g,petroMag_r,petroMagErr_r,petroMag_i,petroMagErr_i,petroMag_z,petroMagErr_z,deVMag_u,deVMagErr_u,deVMag_g,deVMagErr_g,deVMag_r,deVMagErr_r,deVMag_i,deVMagErr_i,deVMag_z,deVMagErr_z,expMag_u,expMagErr_u,expMag_g,expMagErr_g,expMag_r,expMagErr_r,expMag_i,expMagErr_i,expMag_z,expMagErr_z,cModelMag_u,cModelMagErr_u,cModelMag_g,cModelMagErr_g,cModelMag_r,cModelMagErr_r,cModelMag_i,cModelMagErr_i,cModelMag_z,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,dered_u,dered_g,dered_r,dered_i,dered_z,w1mpro,w2mpro,w3mpro,w4mpro
sdssj020728.19+033833.5,31.86745833,3.64263889,23.99473,0.6686934,21.68389,0.05155713,21.73921,0.07399604,21.66718,0.1088436,21.23978,0.236646,24.07945,0.6530747,21.7204,0.05206292,21.79609,0.07426057,21.70627,0.1023663,21.36635,0.2382748,23.6146,0.705373,21.98642,0.08070734,22.09344,0.08621448,22.01801,0.1937873,21.36288,0.3515312,23.94974,0.5781228,22.4647,0.08534013,22.57627,0.08026207,22.49631,0.198255,21.77646,0.3211786,23.89991,1.171907,21.74507,0.09271204,21.81368,0.1475819,21.75677,0.2142242,21.11479,0.4020402,20.74928,0.467586,21.63262,0.06437253,21.74584,0.08265118,21.63786,0.1089692,20.8669,0.2958302,21.31007,0.433187,21.64678,0.06387363,21.73927,0.08303853,21.63998,0.1088785,20.95582,0.2931171,21.31007,0.433187,21.63262,0.06437253,21.73927,0.08303853,21.63998,0.1088785,20.95582,0.2931171,0.1693923,0.1319893,0.0913096,0.06785282,0.05047003,23.82533,21.5519,21.6479,21.59933,21.18931,0,0,0,0
sdssj021834.53-033518.4,34.643875,-3.58844444,24.39746,0.9488118,21.7983,0.06815531,21.66549,0.07986417,22.16491,0.2347648,21.67297,0.3954407,24.25243,0.9123317,21.78998,0.06748567,21.65082,0.08588726,22.16251,0.2312267,21.54972,0.297799,23.83738,0.8124521,22.16145,0.09232751,22.00607,0.1272998,22.65111,0.35643,22.36294,0.6891024,24.36702,0.6716575,22.61241,0.09504129,22.46006,0.1294253,23.02094,0.322393,22.37707,0.4630172,23.33355,0.9899037,21.87432,0.1225103,21.72191,0.1686945,22.12465,0.4552961,22.55745,1.253765,20.35905,0.3620878,21.79795,0.09659401,21.66549,0.1001634,22.05316,0.2343655,21.66461,0.4428841,21.14388,0.3357952,21.79776,0.09658903,21.66546,0.1001633,22.03171,0.2344325,21.6646,0.4428901,21.14388,0.3357951,21.79795,0.09659401,21.66549,0.1001634,22.05316,0.2343655,21.6646,0.4428901,0.09098636,0.07089596,0.0490455,0.03644606,0.02710917,24.30647,21.72741,21.61645,22.12846,21.64586,0,0,0,0
sdssj022447.84+032452.0,36.19933333,3.41444444,23.50098,0.5247564,22.0346,0.06312292,22.22978,0.1037789,22.29349,0.1576463,21.32606,0.2964922,23.50858,0.5079489,22.02751,0.06201336,22.22556,0.09435735,22.25096,0.1390538,21.39191,0.29129,24.0415,0.9163472,22.34849,0.104137,22.70258,0.2342355,22.81989,0.391658,21.44649,0.5076852,24.11433,0.6351207,22.82727,0.1091315,23.124,0.2263884,23.18341,0.3477768,21.89196,0.4677884,24.14032,1.017687,22.13993,0.09477123,22.59308,0.2208513,22.43697,0.2943194,21.28724,0.4640349,23.21416,0.5119026,22.04336,0.0631005,22.22976,0.1218971,22.3039,0.1973819,20.71628,0.3686219,23.10185,0.4954103,22.04315,0.06310044,22.22995,0.1218946,22.3041,0.1570921,21.0242,0.3580216,23.21416,0.5119026,22.04336,0.0631005,22.22976,0.1218971,22.3039,0.1973819,21.0242,0.3580216,0.1558053,0.1214024,0.08398564,0.06241034,0.04642182,23.34518,21.91319,22.14579,22.23108,21.27964,0,0,0,0
sdssj023210.88+002835.1,38.04533333,0.47641667,23.80706,0.4691607,22.45721,0.09637939,21.68907,0.06648036,21.10509,0.06255085,20.29186,0.1068054,23.7348,0.4207598,22.51653,0.0946954,21.74949,0.06320289,21.11679,0.05671049,20.31846,0.1027374,23.15036,0.4200179,22.6339,0.1445104,22.03619,0.1259805,21.48523,0.1242684,20.54869,0.1750839,23.74041,0.4320894,23.17212,0.1570874,22.51069,0.1303075,21.95226,0.1277342,21.03127,0.1796651,22.54757,0.3329808,22.29338,0.1412374,21.80624,0.1341326,21.25177,0.1319584,20.27286,0.181302,21.5095,0.3237808,22.14985,0.1066164,21.68919,0.07125755,21.14248,0.08874705,20.28844,0.1171874,21.98201,0.3222646,22.11622,0.09992031,21.69495,0.07119346,21.14288,0.08874775,20.2814,0.1174526,21.5095,0.3237808,22.14985,0.1066164,21.68919,0.07125755,21.14288,0.08874775,20.28844,0.1171874,0.1077327,0.08394459,0.05807248,0.04315407,0.0320987,23.69933,22.37326,21.631,21.06194,20.25976,16.781,15.693,12.511,8.611
sdssj023337.89+002303.7,38.407875,0.38436111,24.98664,0.9302859,21.84636,0.06079524,21.60948,0.07285201,21.91026,0.1363392,21.34465,0.3574537,24.79641,0.8688264,21.96085,0.0589448,21.76057,0.06905928,21.89289,0.1418387,21.38869,0.3166576,24.34809,1.150579,22.20796,0.09427808,22.02276,0.1367388,22.57156,0.5739368,22.34368,0.8674971,24.55662,0.7910595,22.69642,0.0997971,22.5046,0.1421782,22.92623,0.2338947,22.30982,0.571885,24.02165,1.712751,21.93505,0.121553,21.73062,0.1945251,22.26841,0.4237745,23.88589,1.155456,25.02399,0.9045359,21.88908,0.1004013,21.60944,0.09875434,21.93083,0.1293467,21.39616,0.3384884,24.38353,1.660252,21.88777,0.1008759,21.65464,0.09576046,21.90738,0.1292322,21.37922,0.3396749,25.02399,0.9045359,21.88786,0.1008418,21.60944,0.09875434,21.93083,0.1293467,21.37922,0.3396749,0.1050385,0.08184531,0.05662021,0.04207488,0.03129598,24.8816,21.76451,21.55286,21.86819,21.31336,0,0,0,0
sdssj023519.66-042855.8,38.83191667,-4.48216667,22.70914,0.4307757,25.60128,0.5333887,21.1438,0.05066069,21.41865,0.102169,21.29944,0.2772699,22.67269,0.394961,25.53735,0.5239654,21.16686,0.05065271,21.43672,0.09941891,21.26769,0.2492229,23.50703,0.8036488,25.67708,0.603326,21.46595,0.0809806,21.98997,0.1858465,21.73976,0.5322346,23.45219,0.5244937,25.40824,0.4409505,21.95969,0.08615031,22.3764,0.1759611,21.98363,0.417478,24.67155,2.261539,26.37763,0.6971847,21.13799,0.1049632,21.93065,0.3232012,21.92635,1.113695,22.71248,0.4449918,25.59085,0.6641088,21.14378,0.06338753,21.41324,0.1018397,21.31897,0.3509928,22.71255,0.4449781,25.59089,0.6641387,21.14589,0.06335818,21.4049,0.1017834,21.31895,0.3509933,22.71255,0.4449781,25.59089,0.6641387,21.14378,0.06338753,21.4049,0.1017834,21.31895,0.3509933,0.1149293,0.0895521,0.06195173,0.04603677,0.0342429,22.59421,25.51173,21.08184,21.37261,21.2652,16.335,15.906,12.298,8.64
sdssj024525.95+025310.7,41.358125,2.88630556,24.32154,0.9301221,21.79222,0.06152695,21.91036,0.09152514,21.69755,0.1234186,21.57245,0.3645234,24.20995,0.7004796,22.02072,0.07340918,22.37411,0.1196655,22.10417,0.1686137,21.91323,0.4022509,22.43914,0.2854408,21.50156,0.06245879,21.39411,0.08379373,21.11002,0.1129141,20.86214,0.2582537,23.29193,0.3909342,22.22818,0.08170903,22.1798,0.1147987,21.92271,0.1579158,21.62267,0.3213127,24.46867,1.701351,22.03587,0.1596881,22.03036,0.239681,21.81293,0.3464529,21.65586,0.8015709,24.31269,1.224671,21.9271,0.138191,21.86636,0.1973282,21.64886,0.2679317,21.40082,0.4782202,24.31269,1.224827,21.92316,0.1465748,21.91032,0.2583981,21.70041,0.2910656,21.48676,0.4559259,24.31269,1.224671,21.92479,0.1431881,21.91032,0.2583981,21.70041,0.2910656,21.48676,0.4559259,0.1775392,0.1383374,0.09570116,0.07111622,0.0528974,24.144,21.65388,21.81466,21.62643,21.51955,0,0,0,0
sdssj025339.00+042154.5,43.4125,4.36513889,23.76399,0.8964847,21.71444,0.07283997,21.57411,0.09807319,21.49014,0.1420188,21.0197,0.3191744,23.79568,0.9182339,21.95149,0.06897699,21.91404,0.09620874,21.77167,0.1247578,21.32757,0.2876122,24.05527,0.927686,22.26994,0.1024704,22.17482,0.1560214,22.07221,0.2396815,21.32574,0.405191,24.28798,0.4166529,22.76792,0.10925,22.68518,0.1656073,22.58215,0.2508315,21.8761,0.4067117,23.25812,1.830204,21.87097,0.3222552,21.40206,0.2635196,21.34946,0.4091007,20.44992,0.5950748,22.97463,1.058698,21.86256,0.07842703,21.57411,0.1045534,21.56082,0.1379308,20.10882,0.3197866,22.88375,1.01801,21.87201,0.07840145,21.83892,0.1027867,21.75681,0.1380542,20.50963,0.3099596,22.88375,1.01801,21.87201,0.07840145,21.69512,0.104662,21.75681,0.1380542,20.10882,0.3197866,0.2810605,0.2190005,0.1515035,0.1125834,0.08374133,23.48293,21.49544,21.42261,21.37756,20.93596,0,0,0,0
sdssj073552.05+370635.1,113.966875,37.10975,23.3772,0.5542659,21.87567,0.07061256,22.10657,0.1339012,21.99778,0.1695482,21.98376,0.4996573,23.38628,0.5271758,21.92411,0.06905789,22.17711,0.1337795,22.01753,0.1674823,22.13167,0.5126389,23.08772,0.4397704,22.16736,0.09860671,22.37512,0.1937393,22.45491,0.3193161,21.63104,0.499822,23.65265,0.4501249,22.66675,0.1050979,22.83803,0.1960333,22.80779,0.2881884,22.10523,0.4533284,23.55025,1.098317,21.80953,0.1344234,22.26869,0.3103484,22.67796,0.6829748,22.18838,1.253948,23.28643,2.019105,21.9193,0.1091231,22.10209,0.286586,22.04449,0.217419,21.20032,1.047213,23.23981,2.056905,21.91908,0.1091273,22.10657,0.2867945,22.04465,0.2174172,21.65756,0.9306895,23.28643,2.019105,21.9193,0.1091231,22.10657,0.2867945,22.04465,0.2174172,21.65756,0.9306895,0.2317813,0.1806024,0.1249399,0.09284374,0.06905869,23.14542,21.69506,21.98163,21.90494,21.9147,0,0,0,0
sdssj073637.54+225917.4,114.15641667,22.98816667,22.50129,0.2873312,20.9939,0.03604941,20.70405,0.04065148,20.37432,0.04242192,20.00629,0.1023001,22.48199,0.2648943,21.05367,0.03713362,20.77537,0.04230413,20.44621,0.04121681,20.06372,0.09585231,22.7938,0.3470695,21.38744,0.04957758,21.08695,0.05513502,20.8158,0.06448596,20.46039,0.1621299,23.15452,0.3182609,21.87966,0.05361457,21.59175,0.05966411,21.28195,0.06712793,20.92643,0.1647583,25.95634,1.440323,21.07264,0.09574566,20.60506,0.09182029,20.8244,0.2209376,20.20764,0.3450512,22.47884,0.2845415,21.05271,0.04191286,20.70397,0.04065149,20.43451,0.04224163,20.08157,0.1283659,22.47421,0.2840395,21.0541,0.04190942,20.72749,0.04066115,20.43466,0.04224161,20.0817,0.1283703,22.47421,0.2840395,21.0541,0.04190942,20.70397,0.04065149,20.43466,0.04224161,20.0817,0.1283703,0.1841822,0.1435136,0.09928201,0.07377718,0.05487667,22.31711,20.85039,20.60477,20.30055,19.95142,16.701,15.336,12.342,8.461
sdssj073851.85+422010.9,114.71604167,42.33636111,22.10586,0.2423275,21.99479,0.08469559,21.69614,0.08815069,21.77804,0.1440036,21.14578,0.3537139,22.03835,0.2078973,22.08826,0.08841307,21.87383,0.08984175,21.92323,0.1446202,21.24678,0.3473409,22.52655,0.3072908,22.37915,0.1034622,22.07232,0.1414262,22.31156,0.2911185,21.5794,0.4816333,23.06967,0.3303165,22.92542,0.1145508,22.58323,0.1505977,22.74235,0.2820048,21.85606,0.3919214,22.32426,0.472199,22.13629,0.1509977,21.77015,0.1988911,22.15722,0.4746758,21.71334,0.9976279,22.00312,0.2350299,21.95743,0.1309112,21.70436,0.09476286,21.85781,0.1831693,20.7922,0.4288386,22.01562,0.2365046,21.94373,0.1340875,21.69614,0.09548741,21.84769,0.1836975,21.01785,0.4201218,22.00312,0.2350299,21.94373,0.1340875,21.69614,0.09548741,21.85781,0.1831693,21.01785,0.4201218,0.2071372,0.1613999,0.1116557,0.08297215,0.06171604,21.89872,21.83339,21.58449,21.69507,21.08406,0,0,0,0
sdssj074026.91+225051.8,115.112125,22.84772222,22.6182,0.2808788,21.75448,0.06187047,21.83028,0.09014525,22.04068,0.1533645,21.10801,0.2359333,22.51014,0.2478122,21.76321,0.0599786,21.80882,0.08430874,21.99617,0.1411335,21.12992,0.2297273,22.76468,0.3395775,22.10482,0.09155561,22.22699,0.1559976,22.77623,0.3527265,21.31847,0.3804218,23.19505,0.3292549,22.58825,0.09647069,22.68302,0.1578759,23.0556,0.2953195,21.71185,0.3442903,22.15322,0.4893669,21.90036,0.1595175,21.82339,0.2429262,23.80345,1.983235,20.82835,0.5446281,22.28172,0.2733144,21.72177,0.08901546,21.82293,0.09065873,22.02402,0.1532814,20.72641,0.2526672,22.34074,0.2699458,21.7173,0.08943781,21.83028,0.09081975,22.02197,0.1532956,20.93987,0.24689,22.34074,0.2699458,21.72177,0.08901546,21.83028,0.09081975,22.02197,0.1532956,20.72641,0.2526672,0.1780872,0.1387643,0.09599651,0.0713357,0.05306065,22.44011,21.61571,21.73428,21.96934,21.05494,0,0,0,0
sdssj074251.43+224623.2,115.71429167,22.77311111,23.10708,0.4149581,21.55675,0.06145604,21.30647,0.06701478,21.59514,0.1092385,21.32311,0.3044823,23.21504,0.3925534,21.67673,0.05993034,21.46482,0.06741994,21.7213,0.1000001,21.40242,0.2680347,23.35724,0.5166595,21.96107,0.08283484,21.72237,0.09866131,22.13649,0.2016525,21.93383,0.5451815,23.74399,0.4546593,22.48973,0.0910331,22.24593,0.1071292,22.58221,0.1996821,22.18864,0.4200012,23.25159,1.125297,21.52312,0.124244,21.45844,0.1853014,21.90877,0.3557233,21.84543,1.322636,22.57323,0.407894,21.60545,0.06176155,21.30647,0.09739249,21.68185,0.1127285,21.24196,0.4578445,22.64476,0.3947232,21.61647,0.06142928,21.33193,0.09643099,21.67219,0.112993,21.41464,0.4401433,22.64476,0.3947232,21.60846,0.06167264,21.30673,0.09738345,21.68185,0.1127285,21.24196,0.4578445,0.1781044,0.1387777,0.09600578,0.07134258,0.05306578,22.92898,21.41797,21.21047,21.52379,21.27004,0,0,0,0
sdssj074725.50+160053.7,116.85625,16.01491667,22.59575,0.4199218,21.57283,0.07480551,21.48239,0.1030517,21.6576,0.158173,21.36225,0.4972087,23.21046,0.4431286,21.99091,0.06339228,21.98938,0.0989167,22.18196,0.1425289,22.01792,0.4620223,22.93918,0.4420161,22.26647,0.06112489,22.23147,0.1571161,22.38644,0.2489734,21.59936,0.4861626,23.49122,0.4591156,22.78344,0.06706873,22.76558,0.170041,22.87836,0.2525839,22.14148,0.4598843,23.1337,2.021641,21.43666,0.1868152,21.02052,0.2042441,22.33652,0.9440113,20.37383,0.683663,22.21207,0.4076049,21.84273,0.07182632,21.48256,0.1030515,21.83871,0.1532539,20.47252,0.468549,22.00759,0.4002581,21.89678,0.07208405,21.9303,0.1031421,22.04087,0.1526406,20.29142,0.4011391,22.21207,0.4076049,21.89622,0.07208212,21.86755,0.1043449,22.02909,0.1528443,20.47252,0.468549,0.1568977,0.1222536,0.08457451,0.06284792,0.04674731,22.43885,21.45058,21.39781,21.59475,21.3155,0,0,0,0
sdssj080428.80+111906.6,121.12,11.3185,22.83716,0.36194,21.75977,0.05770354,21.75168,0.07922532,21.90187,0.1328336,21.45578,0.3392745,22.85422,0.3568862,21.75345,0.05351546,21.72525,0.07410105,21.87505,0.1317778,21.42304,0.3163624,23.27163,0.5339673,22.06265,0.06031153,22.17701,0.1366281,22.09494,0.1792469,21.76301,0.5341287,23.68342,0.4831288,22.55465,0.0617936,22.61326,0.1363948,22.65929,0.1567061,22.1082,0.4418326,22.74994,0.571345,21.71322,0.1131706,21.94598,0.186584,21.55932,0.2485515,21.61432,0.7913674,21.95716,0.499441,21.65577,0.08230428,21.75134,0.0954117,21.90133,0.1327645,21.17034,0.5241356,22.10347,0.4998156,21.69135,0.0793855,21.75168,0.09541404,21.90088,0.1327673,21.124,0.5254204,21.95716,0.499441,21.65577,0.08230428,21.75168,0.09541404,21.90088,0.1327673,21.124,0.5254204,0.09319308,0.07261542,0.05023501,0.03733,0.02776666,22.74397,21.68715,21.70144,21.86454,21.42801,0,0,0,0
sdssj080826.02+435652.1,122.10841667,43.94780556,23.62321,0.5623235,21.21251,0.04102058,21.20087,0.05785728,21.21611,0.07628565,20.86314,0.2175617,23.66697,0.5226175,21.27559,0.04247129,21.30662,0.05670703,21.30532,0.07112936,20.92835,0.1990813,23.76761,0.7561135,21.56765,0.06302807,21.5524,0.09480514,21.65878,0.1474463,21.27095,0.4021934,24.08748,0.597987,22.05539,0.067339,22.03483,0.09935424,22.12039,0.1500853,21.69658,0.3740537,22.83192,0.6356778,21.2612,0.07880259,21.34716,0.1293119,21.42479,0.1926346,20.14178,0.2783803,22.39817,0.9833684,21.26068,0.04084112,21.20965,0.05895519,21.30256,0.08381364,20.83708,0.2264763,22.58401,0.9627888,21.25789,0.04084016,21.20088,0.05941608,21.30327,0.08381294,20.83504,0.2265126,22.39817,0.9833684,21.26068,0.04084112,21.20088,0.05941608,21.30256,0.08381364,20.83708,0.2264763,0.1984441,0.1546263,0.1069698,0.07949001,0.05912596,23.42477,21.05788,21.0939,21.13662,20.80402,17.198,16.702,12.271,8.852
sdssj081257.15+181916.8,123.238125,18.32133333,23.24139,0.4628626,21.96837,0.07233259,21.6633,0.08201201,21.37048,0.09381105,20.79495,0.2173543,22.95435,0.3537304,22.00382,0.07166626,21.67951,0.07845356,21.34526,0.08569364,20.7801,0.1991412,23.09547,0.5059398,22.18346,0.1080901,22.02916,0.1506081,21.97968,0.2195295,21.375,0.5053942,23.71782,0.5357778,22.69556,0.1163581,22.48543,0.1529295,22.36628,0.2074663,21.63957,0.4146244,22.68756,0.4942683,21.85499,0.1111422,21.84704,0.1746235,21.80086,0.2597369,22.50201,1.479328,19.95481,0.234186,21.80221,0.08453196,21.66376,0.1014661,21.38059,0.09362362,20.73399,0.2171178,20.81647,0.228609,21.81429,0.08451761,21.66338,0.101468,21.3807,0.09362404,20.70959,0.2170088,19.95481,0.234186,21.81429,0.08451761,21.66338,0.101468,21.38059,0.09362362,20.70959,0.2170088,0.2210545,0.1722442,0.1191577,0.08854697,0.06586268,23.02033,21.79612,21.54414,21.28193,20.72909,17.184,15.963,12.566,8.68
sdssj081452.04+180602.9,123.71683333,18.10080556,25.00676,0.6933631,21.78914,0.05130398,21.98705,0.1014174,21.72006,0.1267412,21.54695,0.3783397,24.75804,0.7212821,21.7958,0.05010272,21.95764,0.1001218,21.73144,0.1280406,21.58507,0.3890846,24.27899,0.9008172,22.07132,0.07835326,22.4225,0.1775071,21.97243,0.2008972,21.23207,0.3625071,24.5513,0.6298605,22.5563,0.0832129,22.7942,0.1662875,22.47923,0.2106558,21.8434,0.3845251,23.91911,1.055072,21.764,0.08032503,22.37501,0.226695,21.65318,0.2023316,20.73285,0.3369673,25.06365,0.897055,21.73318,0.05119907,21.98705,0.1014174,21.51375,0.1248387,19.16061,0.3544559,25.00289,0.6942999,21.7459,0.05121229,21.9871,0.1014173,21.53499,0.1246068,19.88493,0.3500731,25.06365,0.897055,21.73318,0.05119907,21.98705,0.1014174,21.53499,0.1246068,19.88493,0.3500731,0.2475834,0.1929153,0.1334579,0.09917354,0.07376689,24.75918,21.59622,21.85359,21.62088,21.47318,0,0,0,0
sdssj081812.72+223755.3,124.553,22.63202778,22.27824,0.2149984,21.59711,0.04929565,21.68544,0.07286558,21.50738,0.07940864,21.09768,0.240408,22.24594,0.1991965,21.6216,0.0490079,21.69636,0.06955343,21.53188,0.0757074,20.99842,0.2071291,22.66864,0.3100573,21.88497,0.06930257,21.99076,0.1171469,21.8531,0.1467562,21.58442,0.3271788,23.06742,0.2963102,22.38298,0.07466314,22.48637,0.1236753,22.30551,0.1478302,21.83477,0.2303585,23.0087,0.7030893,21.62452,0.09212193,21.62949,0.1618056,21.76294,0.3045873,22.47359,1.435292,22.16583,0.213936,21.5082,0.04920905,21.6853,0.100649,21.42998,0.0787332,21.10737,0.2390317,22.18452,0.2135885,21.5302,0.0491768,21.68544,0.1006491,21.43681,0.07864102,21.10728,0.2390488,22.16583,0.213936,21.5302,0.0491768,21.68544,0.1006491,21.42998,0.0787332,21.10737,0.2390317,0.1854513,0.1445024,0.09996606,0.0742855,0.05525476,22.09279,21.45261,21.58547,21.4331,21.04242,0,0,0,0
sdssj082530.67+120658.4,126.37779167,12.11622222,23.6111,0.8324999,21.91261,0.08947645,22.10563,0.1513765,22.078,0.2066028,20.82291,0.273528,23.64031,0.6278965,22.15784,0.07984034,22.51652,0.1446681,22.44463,0.1850558,21.35577,0.2874911,23.77355,0.6998242,22.52746,0.1221398,22.7096,0.2258879,22.84805,0.3569693,21.60458,0.4422186,24.19382,0.5737311,22.99058,0.1254122,23.19774,0.2303731,23.24413,0.3236647,21.98067,0.3817178,23.67848,1.495794,22.27431,0.2172086,22.38013,0.3823032,22.19579,0.6537591,20.87418,0.6277028,21.35627,0.6733263,22.15771,0.08374548,22.10563,0.1706107,22.13503,0.2028815,20.35274,0.3514715,22.15765,0.6444391,22.15635,0.0837454,22.39135,0.1684214,22.3244,0.2001107,20.55494,0.3491028,22.15765,0.6444391,22.15635,0.0837454,22.29309,0.1707529,22.26959,0.2017183,20.35274,0.3514715,0.1780474,0.1387334,0.0959751,0.07131979,0.05304882,23.43305,21.77387,22.00965,22.00668,20.76986,0,0,0,0
sdssj082550.58+332543.1,126.46075,33.42863889,24.42201,0.7047665,21.58806,0.04504107,21.40863,0.05364341,21.41087,0.07788908,20.92361,0.1833159,24.43643,0.6953855,21.58175,0.0437148,21.42428,0.05193602,21.42812,0.07412335,20.8826,0.1679467,23.49486,0.5754408,21.95122,0.07362022,21.77806,0.09551692,21.87542,0.159975,21.38756,0.3542164,24.10818,0.5484462,22.41197,0.07677964,22.25119,0.09940963,22.29692,0.156762,21.73821,0.3092232,22.88967,0.5071063,21.71375,0.08444702,21.5121,0.1052821,21.75764,0.2107202,21.17253,0.4232252,20.83606,0.3819081,21.59685,0.05026105,21.40824,0.06546651,21.4256,0.08307091,20.93329,0.2185687,21.61987,0.3496175,21.59963,0.05048078,21.40864,0.06546792,21.42589,0.08306859,20.93319,0.218568,20.83606,0.3819081,21.59963,0.05048078,21.40864,0.06546792,21.42589,0.08306859,20.93319,0.218568,0.1827628,0.1424075,0.09851685,0.07320858,0.05445373,24.23925,21.44565,21.31012,21.33766,20.86916,0,0,0,0
sdssj082920.43+115616.8,127.335125,11.938,23.80906,0.8849518,21.98451,0.08954722,21.75652,0.1085038,21.87938,0.1666136,22.01167,0.5742255,23.75944,0.7086514,22.12995,0.08297543,22.01461,0.1072036,22.09079,0.1504486,21.89021,1.401366,24.10361,0.8430555,22.49596,0.1207993,22.32193,0.1620262,22.59917,0.3005096,22.31712,0.6226472,24.11968,0.5702022,22.96701,0.1250086,22.81197,0.1684853,22.89519,0.2576052,22.38259,0.4255656,24.58554,1.865715,22.44337,0.2634477,22.00031,0.2367133,23.18867,1.210305,23.26659,1.266553,23.8836,0.8358806,22.11583,0.08621719,21.75652,0.1085038,22.01331,0.1545343,21.87538,0.4705195,23.91516,0.7869799,22.14393,0.08616178,21.89648,0.1089574,22.00597,0.1544283,21.80997,0.4725046,23.8836,0.8358806,22.14393,0.08616178,21.75652,0.1085038,22.00597,0.1544283,21.80997,0.4725046,0.1784992,0.1390854,0.09621863,0.07150076,0.05318343,23.63056,21.84543,21.6603,21.80788,21.95848,0,0,0,0
sdssj083031.86+040324.6,127.63275,4.05683333,23.48185,0.7405805,21.27889,0.05051386,21.02461,0.05816349,21.06114,0.08479606,20.53369,0.2136132,23.3343,0.6241995,21.31193,0.0488586,21.12487,0.06170136,21.16829,0.0838561,20.64528,0.2099621,23.66347,0.6982759,21.73184,0.06370297,21.45553,0.08131746,21.54777,0.1291216,20.9028,0.2922085,23.85719,0.5288787,22.16464,0.06526658,21.95513,0.08685636,22.02982,0.1341809,21.4214,0.3015887,23.13137,0.9615383,21.46989,0.09799939,21.05204,0.1176891,21.06487,0.1757994,20.24519,0.3322061,21.14049,0.6647143,21.32819,0.049976,21.02256,0.06392422,21.0295,0.09041491,20.47849,0.2378894,22.87777,0.6742956,21.3281,0.04997585,21.02459,0.06446705,21.04588,0.09069941,20.48671,0.237468,22.87777,0.6742956,21.32819,0.049976,21.02459,0.06446705,21.04588,0.09069941,20.48671,0.237468,0.2250115,0.1753275,0.1212907,0.090132,0.06704165,23.25684,21.10357,20.90332,20.971,20.46665,17.321,16.658,12.316,8.311
sdssj083246.92+273817.7,128.1955,27.63825,22.35826,0.2463804,21.50257,0.05744662,21.49195,0.08278499,21.34568,0.1047749,21.05307,0.2690061,22.40838,0.2251775,21.58836,0.05739065,21.62193,0.0818387,21.41413,0.09628606,21.08556,0.2383395,22.91239,0.3481808,21.96965,0.07884473,21.94864,0.1149938,22.03726,0.1975902,21.40263,0.3585252,23.25059,0.3117007,22.4248,0.08162577,22.4465,0.1216209,22.40093,0.1831805,21.75137,0.3119525,22.60781,0.5575581,21.67969,0.1225103,21.75659,0.2007775,22.89934,1.039483,22.11571,1.225282,22.44097,0.2922667,21.58658,0.0575848,21.49195,0.1002266,21.43779,0.1007929,21.10203,0.3972389,22.4415,0.292265,21.58643,0.05758434,21.50827,0.09943527,21.43771,0.1007934,21.07542,0.3991553,22.4415,0.292265,21.58658,0.0575848,21.49195,0.1002266,21.43779,0.1007929,21.07542,0.3991553,0.1612478,0.1256432,0.08691937,0.06459041,0.0480434,22.19701,21.37693,21.40503,21.28109,21.00502,17.513,16.085,11.989,8.803
sdssj083851.81+022907.1,129.715875,2.48530556,26.09314,0.4592218,21.72997,0.06830326,21.79897,0.1049927,22.33946,0.2524883,21.62912,0.5134837,25.80236,0.5357662,21.76662,0.06398814,21.87881,0.09964559,22.38965,0.2258041,21.74067,0.5012724,25.59957,0.5552455,22.12473,0.08468843,22.29997,0.1547734,22.83575,0.3994532,21.89937,0.5819665,25.19396,0.4617293,22.57428,0.08720038,22.70445,0.1496972,23.19662,0.2187812,22.21315,0.4632725,26.3635,0.5528058,21.87755,0.1159067,22.26999,0.2702975,23.02037,0.7862424,22.34103,1.302868,26.05915,0.5486009,21.74219,0.07100063,21.81194,0.1053123,22.40754,0.243589,21.40978,0.7567734,26.78168,0.5532812,21.73883,0.07126019,21.79897,0.1049927,22.40578,0.2436761,21.37078,0.7331485,26.05915,0.5486009,21.74219,0.07100063,21.79897,0.1049927,22.40754,0.243589,21.37078,0.7331485,0.1465825,0.1142161,0.07901416,0.05871599,0.04367391,25.94656,21.61576,21.71995,22.28074,21.58545,0,0,0,0
