Object,ra,dec,modelMag_u,modelMagErr_u,modelMag_g,modelMagErr_g,modelMag_r,modelMagErr_r,modelMag_i,modelMagErr_i,modelMag_z,modelMagErr_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z,fiberMag_u,fiberMagErr_u,fiberMag_g,fiberMagErr_g,fiberMag_r,fiberMagErr_r,fiberMag_i,fiberMagErr_i,fiberMag_z,fiberMagErr_z,fiber2Mag_u,fiber2MagErr_u,fiber2Mag_g,fiber2MagErr_g,fiber2Mag_r,fiber2MagErr_r,fiber2Mag_i,fiber2MagErr_i,fiber2Mag_z,fiber2MagErr_z,petroMag_u,petroMagErr_u,petroMag_g,petroMagErr_g,petroMag_r,petroMagErr_r,petroMag_i,petroMagErr_i,petroMag_z,petroMagErr_z,deVMag_u,deVMagErr_u,deVMag_g,deVMagErr_g,deVMag_r,deVMagErr_r,deVMag_i,deVMagErr_i,deVMag_z,deVMagErr_z,expMag_u,expMagErr_u,expMag_g,expMagErr_g,expMag_r,expMagErr_r,expMag_i,expMagErr_i,expMag_z,expMagErr_z,cModelMag_u,cModelMagErr_u,cModelMag_g,cModelMagErr_g,cModelMag_r,cModelMagErr_r,cModelMag_i,cModelMagErr_i,cModelMag_z,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,dered_u,dered_g,dered_r,dered_i,dered_z,w1mpro,w2mpro,w3mpro,w4mpro
sdssj115510.34+044455.4,178.79308333,4.74872222,22.7371,0.3602974,21.70728,0.05508807,21.57525,0.07823244,21.6851,0.1239597,21.06691,0.3469188,22.59449,1.03632,21.73765,0.05636481,21.62954,0.07823817,21.76458,0.124244,21.11822,0.3512164,23.16694,0.9494607,22.01827,0.07496912,21.94509,0.1191134,22.30686,0.2567582,21.46102,0.506265,23.36777,0.8938481,22.49433,0.0792883,22.39432,0.1208716,22.64475,0.2305566,21.70521,0.4069454,24.11436,1.523703,21.80061,0.1024232,21.6528,0.1581163,22.56031,0.5731237,21.63957,1.010052,22.75784,0.3635089,21.71137,0.06138926,21.57866,0.08518414,21.71386,0.1348422,21.08868,0.4307901,22.75717,0.363606,21.70634,0.06141577,21.57525,0.08538347,21.70043,0.1350195,21.04972,0.4325334,22.75784,0.3635089,21.71137,0.06138926,21.57525,0.08538347,21.70043,0.1350194,21.08868,0.4307901,0.08148062,0.06348915,0.0439215,0.03263838,0.02427696,22.65562,21.64379,21.53133,21.65246,21.04263,17.568,16.505,12.426,8.867
sdssj115947.86+351418.6,179.94941667,35.2385,21.55735,0.123711,20.87421,0.03128655,20.87555,0.03869535,20.96168,0.06060385,20.76839,0.208804,21.5101,0.1112994,20.87847,0.03306461,20.91499,0.04329225,20.97808,0.06064239,20.73519,0.1894269,21.90438,0.1734218,21.23536,0.03872918,21.21021,0.05732682,21.34534,0.09639564,21.25543,0.3807721,22.35852,0.1799842,21.70395,0.04180735,21.69929,0.06141458,21.82549,0.1007176,21.65565,0.348551,21.56978,0.211049,20.9872,0.04952865,20.95985,0.07534716,21.01187,0.1237742,21.56034,0.8290531,21.38795,0.1244839,20.89554,0.03130723,20.87478,0.04176036,20.99407,0.06250198,20.80572,0.2067904,21.45008,0.1237952,20.89528,0.0313071,20.87551,0.04188231,20.98858,0.06251565,20.80579,0.206788,21.38795,0.1244839,20.89528,0.0313071,20.87551,0.04188231,20.99407,0.06250198,20.80572,0.2067904,0.06378622,0.04970179,0.03438346,0.0255506,0.01900495,21.49356,20.82451,20.84116,20.93612,20.74938,17.598,16.343,12.701,8.92
sdssj120835.95+004556.4,182.14979167,0.76566667,22.09175,0.1376029,21.50127,0.04557116,21.61712,0.06859557,21.49661,0.0923657,21.40161,0.268261,22.04719,0.1256023,21.50191,0.04555295,21.59319,0.06568699,21.4873,0.08912291,21.34156,0.9537073,22.42761,0.213199,21.79861,0.06578726,22.01727,0.1223355,21.8548,0.1630069,22.00904,0.6917329,22.89872,0.2190108,22.28382,0.07021663,22.43481,0.1204737,22.29152,0.1618171,22.13604,0.6106076,22.28359,0.2490152,21.56814,0.06871474,21.83343,0.1348843,21.67403,0.1809408,22.41353,0.8370225,22.09086,0.1521562,21.45927,0.05337521,21.61718,0.08622355,21.3723,0.1043401,21.3996,0.2678427,22.09078,0.1521562,21.46023,0.05346298,21.61712,0.08623184,21.43362,0.103008,21.36819,0.2700748,22.09078,0.1521562,21.46023,0.05346298,21.61712,0.08623184,21.3723,0.1043401,21.36819,0.2700748,0.1077413,0.08395128,0.05807711,0.04315751,0.03210126,21.98401,21.41732,21.55905,21.45345,21.36951,17.373,17.201,11.978,8.633
sdssj122214.45+374837.9,185.56020833,37.81052778,24.50839,1.161502,21.89168,0.07423278,21.83892,0.1103999,21.81677,0.1511157,22.21586,0.7380811,23.93679,0.8399295,22.00154,0.07053315,21.98732,0.1073581,21.90016,0.1356492,22.17668,0.5968431,24.28011,0.9747269,22.41016,0.1038845,22.40932,0.1696835,22.44351,0.2602544,22.22128,0.7419785,24.37818,0.6678609,22.85361,0.1055582,22.85666,0.1697487,22.83442,0.2426983,22.37926,0.5288941,24.86688,1.940668,22.28858,0.1607538,22.16748,0.2380683,22.4406,0.4511322,22.96224,3.659553,27.30369,1.170581,22.00738,0.07582827,21.83896,0.126508,21.90218,0.1412543,22.1761,0.6730796,29.20236,0.7071082,22.00757,0.07582976,21.93885,0.1257776,21.89572,0.1412639,22.07417,0.7154047,27.30369,1.170581,22.00757,0.07582976,21.87781,0.1263734,21.89572,0.1412639,22.07417,0.7154047,0.06930038,0.05399839,0.03735583,0.02775939,0.02064789,24.43909,21.83768,21.80157,21.78901,22.19521,17.016,16.222,12.411,8.716
sdssj123742.37+430305.1,189.42654167,43.05141667,24.15368,0.9915191,21.53327,0.06227415,21.66612,0.1053258,21.51529,0.1392319,21.66114,0.4374404,24.00831,0.7975866,21.68241,0.05907716,21.82447,0.09696262,21.59165,0.1253393,21.66247,0.3537762,23.05559,0.4115766,21.95846,0.06015499,22.18574,0.1120758,22.01135,0.1899242,21.04332,0.2669711,23.64362,0.430021,22.49794,0.0678928,22.66975,0.1118786,22.45874,0.189332,21.6535,0.2910999,24.49488,2.695887,21.42032,0.1476802,21.88753,0.3367598,21.76738,0.4987911,22.23128,1.837655,24.15359,2.824721,21.51902,0.07763055,21.66596,0.1354884,21.6276,0.1330658,21.73072,1.054443,24.1538,2.823491,21.53407,0.07789045,21.72664,0.133888,21.62764,0.1330657,21.73111,1.054258,24.1538,2.823491,21.53407,0.07789045,21.66596,0.1354884,21.62764,0.1330657,21.73075,1.054429,0.1041673,0.08116645,0.05615057,0.04172589,0.0310364,24.04951,21.45211,21.60997,21.47356,21.6301,17.668,16.773,12.485,8.941
sdssj124302.62+421245.3,190.76091667,42.21258333,22.44424,0.2670267,21.75045,0.06296419,21.87529,0.1089365,21.96877,0.1678271,21.06284,0.2788226,22.51019,0.2632522,21.82423,0.06237755,21.93916,0.1069741,22.00672,0.1585776,21.23944,0.2951142,22.71408,0.3294425,22.12543,0.08735716,22.3453,0.1657892,22.37619,0.2443207,21.21837,0.3431005,23.20411,0.3352319,22.61348,0.09275883,22.74608,0.1596444,22.83966,0.2425108,21.74769,0.3453703,22.17897,0.346835,21.84926,0.1107623,22.17177,0.2355266,22.19931,0.3555425,21.14872,0.5600001,21.83836,0.3037616,21.70677,0.08406733,21.88642,0.1245039,21.89762,0.1958368,20.32754,0.2685678,21.87886,0.3030274,21.72895,0.08328874,21.87529,0.1251554,22.02034,0.1947567,20.56162,0.2634258,21.87886,0.3030274,21.71032,0.08394873,21.87529,0.1251554,21.89762,0.1958368,20.56162,0.2634257,0.08135737,0.06339311,0.04385506,0.03258901,0.02424024,22.36288,21.68706,21.83143,21.93618,21.0386,0,0,0,0
sdssj125154.02+374102.3,192.97508333,37.68397222,24.03824,0.5558454,22.75015,0.1100231,21.56427,0.0610459,21.44888,0.09321994,21.57032,0.3210934,23.903,0.9444994,22.75558,0.1069306,21.54675,0.0580704,21.45507,0.08960116,21.64237,0.3231289,23.93245,0.9545409,23.01377,0.1607703,21.98669,0.1067563,21.80472,0.1678699,21.57757,0.4617392,24.17278,1.77754,23.48087,0.1625532,22.40837,0.1059934,22.28,0.17237,21.94645,0.3981504,23.88318,0.8568261,22.69137,0.1781447,21.7828,0.1194265,21.61045,0.2011204,21.26164,0.4947904,22.31027,0.8868845,22.52503,0.1367566,21.5622,0.07946447,21.37564,0.1046233,20.4621,0.3294822,22.63519,0.8560228,22.5883,0.1353408,21.56427,0.07960997,21.40026,0.1041446,20.90359,0.319561,22.63519,0.8560228,22.52503,0.1367566,21.56427,0.07960997,21.37564,0.1046233,20.4621,0.3294822,0.05276427,0.04111356,0.02844217,0.02113558,0.01572099,23.98547,22.70904,21.53583,21.42775,21.5546,0,0,0,0
sdssj125733.12+035704.1,194.388,3.95113889,23.04561,0.421834,21.49387,0.05561827,21.08196,0.04957688,21.35742,0.08726545,21.72405,0.3912114,23.07433,0.4377217,21.54731,0.05688022,21.14174,0.04887615,21.42513,0.08568163,21.68432,0.3560179,23.41949,0.7595792,21.84249,0.07594641,21.43388,0.07368746,21.61802,0.120864,22.10646,0.5429912,23.80786,0.3523867,22.35809,0.08281463,21.92767,0.07853263,22.14288,0.1304218,22.27346,0.3936531,22.48192,0.5912283,21.62492,0.1373004,20.96155,0.1231819,21.3023,0.2199286,22.83181,1.942607,22.04861,0.4579318,21.47366,0.05936831,21.08195,0.05975174,21.24719,0.1083517,21.47384,0.423047,22.3112,0.4557767,21.50215,0.05850196,21.09591,0.05940076,21.21714,0.1076112,21.37956,0.4213417,22.04861,0.4579318,21.47366,0.05936831,21.08195,0.05975174,21.24719,0.1083517,21.37956,0.4213417,0.1220722,0.09511784,0.06580208,0.048898,0.03637113,22.92353,21.39876,21.01616,21.30852,21.68768,0,0,0,0
sdssj131659.84-001510.4,199.24933333,-0.25288889,24.50147,0.7995901,21.3574,0.04729861,21.19341,0.05748222,21.15759,0.07311185,20.95294,0.249901,24.47325,0.721204,21.41472,0.04650429,21.29886,0.05762743,21.25639,0.0704492,21.12939,0.252981,24.67789,0.8118813,21.78477,0.06322481,21.64196,0.08406822,21.63084,0.1267705,21.28489,0.3616706,24.66016,0.5451635,22.24183,0.06604736,22.12943,0.08876063,22.08909,0.1289876,21.70176,0.3340201,24.61139,1.504387,21.48672,0.09095661,21.34739,0.1175013,21.22949,0.1647115,21.04881,0.5485669,22.54403,2.893443,21.42142,0.04693728,21.19417,0.05756097,21.20057,0.08180281,20.61276,0.2698601,22.7354,2.273028,21.42149,0.04693724,21.19341,0.05748222,21.21231,0.0816514,20.59121,0.2698271,22.54403,2.893443,21.42142,0.04693728,21.19341,0.05748222,21.20057,0.08180281,20.59121,0.2698271,0.09996561,0.07789253,0.05388569,0.04004284,0.02978452,24.40151,21.27951,21.13953,21.11755,20.92315,17.555,16.697,12.232,8.749
sdssj133059.32+014610.3,202.74716667,1.76952778,23.55707,0.7542338,21.95592,0.08369534,22.11053,0.1312923,22.23911,0.22089,21.93643,0.6294923,23.54491,0.667322,22.06793,0.08313402,22.34048,0.1290414,22.38953,0.1971122,21.99952,0.5492615,23.52262,0.760994,22.31614,0.1211844,22.5039,0.126915,22.71916,0.4213865,22.08358,0.8043488,23.965,0.6681392,22.8363,0.1309274,22.98438,0.1309599,23.09143,0.379436,22.3865,0.6158783,23.01524,0.8695127,21.7822,0.1635785,22.34384,0.3464239,24.28127,1.722109,21.39071,0.8590679,22.29318,0.5792249,21.94596,0.08722682,22.02735,0.1619123,22.01961,0.2007136,19.92156,0.8883626,22.46146,0.5208061,21.99736,0.08695651,22.11051,0.1628763,22.02612,0.2010147,20.71325,0.8400124,22.46146,0.5208061,21.99736,0.08695651,22.11051,0.1628763,22.02612,0.2010147,19.92156,0.8883626,0.09677559,0.07540689,0.05216613,0.03876503,0.02883406,23.46029,21.88051,22.05837,22.20034,21.9076,0,0,0,0
sdssj133417.04+362753.0,203.571,36.46472222,24.59031,0.8363191,21.69381,0.05490527,21.9916,0.100738,22.10972,0.2051305,21.27555,0.3162837,24.24375,0.7132162,21.81547,0.05651051,22.14152,0.09869463,22.17099,0.182882,21.42746,0.2995126,24.52547,0.748885,22.12059,0.07415207,22.38045,0.1504773,22.68549,0.3648368,21.43463,0.4161688,24.46541,0.4981558,22.62725,0.08058362,22.87817,0.1574017,23.05889,0.3299824,21.88391,0.3851022,24.11097,1.87546,21.49147,0.2921666,21.85737,0.25499,23.24111,2.249014,20.95815,0.7730485,24.47852,1.056966,21.71359,0.05463615,22.00374,0.1066261,22.18692,0.2194936,20.97019,0.4319741,24.47847,1.056683,21.71468,0.05459076,21.99159,0.1076545,22.18693,0.2194934,21.05913,0.4238623,24.47852,1.056966,21.71359,0.05463615,21.99159,0.1076545,22.18692,0.2194936,20.97019,0.4319741,0.04532243,0.03531493,0.02443071,0.01815463,0.01350371,24.54499,21.6585,21.96717,22.09157,21.26204,0,0,0,0
sdssj133927.80+044158.0,204.86583333,4.69944444,23.79083,0.8405835,21.47678,0.04845379,21.6195,0.08098006,21.63724,0.135763,21.10127,0.29831,23.525,0.3742582,21.47557,0.04929487,21.59904,0.0769948,21.63499,0.1311247,21.05613,0.2813556,23.68437,0.40662,21.84197,0.06547676,22.047,0.1284326,22.02721,0.206447,21.26738,0.3847226,23.98474,0.308494,22.35908,0.07194519,22.49765,0.1301617,22.48826,0.2078948,21.70042,0.3598723,23.8615,1.307441,21.43723,0.1179668,21.74405,0.1719699,22.14492,0.4296645,21.02999,0.4982941,23.65538,0.8951037,21.41503,0.04975315,21.61942,0.08223281,21.53564,0.1351641,20.23938,0.3426247,23.64375,0.9005176,21.43663,0.04973326,21.6195,0.08223519,21.55189,0.1352149,20.54607,0.3380954,23.64375,0.9005176,21.43663,0.04973326,21.6195,0.08223519,21.53564,0.1351641,20.23938,0.3426247,0.1248485,0.09728111,0.06729862,0.05001009,0.03719832,23.66598,21.3795,21.5522,21.58722,21.06407,0,0,0,0
sdssj140220.18+045544.0,210.58408333,4.92888889,23.67888,0.709762,21.83052,0.07121097,21.73138,0.09275928,21.6457,0.1112688,21.91419,0.5153155,23.65108,0.6776586,21.83355,0.07027245,21.75823,0.09039908,21.68515,0.1086955,22.13499,0.5605215,23.43707,0.6101558,22.15399,0.08971746,22.1045,0.1315019,22.01629,0.1696914,21.84788,0.5545747,23.96968,0.5708131,22.651,0.09576337,22.56988,0.1347836,22.498,0.1742167,22.3386,0.4810569,23.14073,1.659083,21.75194,0.1869537,21.32344,0.3693632,21.58183,0.3438964,20.88191,0.9843873,21.46721,0.6951658,21.79596,0.09901696,21.73395,0.1007727,21.5909,0.1178891,20.37387,0.4613291,23.33171,0.7777988,21.79685,0.09897095,21.73139,0.1008729,21.59025,0.1181996,20.99765,0.4349983,23.33171,0.7777988,21.79596,0.09901696,21.73139,0.1008729,21.59025,0.1181996,20.99765,0.4349983,0.106303,0.08283059,0.05730182,0.04258139,0.03167273,23.57258,21.74769,21.67408,21.60312,21.88251,17.56,17.181,12.234,8.858
sdssj140625.75+042919.4,211.60729167,4.48872222,23.70667,0.7358677,21.20214,0.04120684,20.80171,0.04276698,20.74024,0.0606363,21.02409,0.3384888,23.63405,0.6790733,21.22619,0.04442621,20.8113,0.04283585,20.74337,0.06146772,21.00009,0.3189496,24.14445,1.008762,21.52402,0.05692061,21.15255,0.06574465,21.132,0.1021869,21.31728,0.5265436,24.18929,0.6871604,22.00275,0.06066837,21.61912,0.06856927,21.58319,0.1039468,21.69265,0.469895,23.57484,1.990017,21.24473,0.07263423,20.79714,0.1384992,20.87876,0.1446514,21.1052,0.7628608,22.54446,0.8499155,21.15178,0.04111163,20.8016,0.05418012,20.70986,0.067372,20.21585,0.3264097,22.71503,0.7823611,21.15967,0.0411143,20.80171,0.05418099,20.715,0.06731111,20.41404,0.3323708,22.71503,0.7823611,21.15178,0.04111163,20.80171,0.05418099,20.715,0.06731111,20.41404,0.3323708,0.1134111,0.08836918,0.06113339,0.04542866,0.03379058,23.59325,21.11377,20.74057,20.69481,20.9903,16.479,16.101,12.181,9.446
sdssj141114.21+080642.8,212.80920833,8.11188889,23.10174,0.4517813,21.67354,0.05372665,21.55334,0.06853259,21.8581,0.1246514,21.87531,0.402503,23.07615,0.4184001,21.66144,0.04954617,21.57895,0.06651938,21.89098,0.1154338,22.13122,0.4283498,23.43403,0.6831532,22.01808,0.08641798,21.86424,0.1165794,22.36901,0.2749727,22.28557,0.7339157,23.75414,0.5701818,22.50775,0.09194577,22.35835,0.1230726,22.78637,0.262848,22.40053,0.5121631,25.41145,4.980283,21.64975,0.1581112,21.53801,0.175251,22.15087,0.4497038,21.81598,1.081243,23.02158,0.4444501,21.69993,0.05355798,21.55165,0.09358433,21.7491,0.1326165,21.21014,0.5121131,22.95918,0.4428163,21.7002,0.05355758,21.55333,0.09362024,21.75814,0.1331104,21.59541,0.4535153,23.02158,0.4444501,21.69993,0.05355798,21.55333,0.09362024,21.75814,0.1331104,21.59541,0.4535153,0.1174185,0.0914917,0.06329353,0.04703388,0.03498457,22.98432,21.58205,21.49004,21.81107,21.84032,0,0,0,0
sdssj141853.65+034005.2,214.72354167,3.66811111,23.39296,0.7583542,21.25593,0.05072477,20.98578,0.0543882,21.03127,0.08353002,20.82839,0.3007513,23.43225,0.6905776,21.36703,0.05484248,21.17215,0.05665257,21.15187,0.08000051,20.85585,0.2622699,23.78746,0.8902557,21.72421,0.07135335,21.37162,0.08122204,21.54095,0.1440827,21.34197,0.4726958,24.09301,0.6970832,22.1888,0.074702,21.89938,0.08895053,22.0262,0.1499238,21.68145,0.4102901,22.74841,0.8525511,21.44905,0.1129665,21.0227,0.1222133,21.52066,0.2973425,21.01246,0.7643266,22.18684,0.8235474,21.35057,0.06304633,20.98577,0.07384524,21.17543,0.1020845,20.80386,0.3144803,22.47083,0.8023874,21.35013,0.06307242,21.018,0.07029068,21.17549,0.1020895,20.78589,0.3144641,22.18684,0.8235474,21.35057,0.06304633,20.98577,0.07384524,21.17543,0.1020845,20.78589,0.3144641,0.1443226,0.1124552,0.07779597,0.05781074,0.04300057,23.24864,21.14348,20.90798,20.97346,20.78539,0,0,0,0
sdssj144441.05-001343.4,221.17104167,-0.22872222,22.89529,0.3080218,21.45662,0.04563347,21.43714,0.06021837,21.64222,0.09926023,20.94328,0.2065761,22.86603,0.2680767,21.52732,0.04532511,21.54904,0.06018583,21.74181,0.09443244,21.04115,0.1935348,22.89508,0.3296733,21.86897,0.0679436,21.74747,0.09442822,21.9759,0.1715541,21.22733,0.3316187,23.43381,0.3414192,22.34574,0.0719649,22.26599,0.1021169,22.47772,0.1793029,21.70737,0.3223157,21.9675,0.4656179,21.65369,0.1102356,21.33452,0.1561933,21.90621,0.3657008,20.49431,0.376864,19.15237,0.1865912,21.53173,0.04838608,21.43714,0.06584364,21.56701,0.1179325,20.77544,0.2049629,21.65517,0.2773856,21.53156,0.04838524,21.46304,0.06517742,21.5938,0.1160963,20.80058,0.2076106,19.15237,0.1865912,21.53156,0.04838524,21.43714,0.06584364,21.5938,0.1160963,20.80058,0.2076106,0.1592751,0.1241061,0.08585601,0.06380022,0.04745564,22.73602,21.33251,21.35129,21.57842,20.89583,0,0,0,0
sdssj150145.46+360148.4,225.43941667,36.03011111,21.77436,0.1181057,21.25449,0.03217768,21.16851,0.04205212,20.95011,0.05290975,20.82873,0.1662915,21.76787,0.1063138,21.30867,0.03622364,21.20909,0.04147385,21.00248,0.05387453,20.82127,0.1535558,22.16596,0.1843307,21.59813,0.04666628,21.49033,0.06404761,21.29736,0.08695066,21.24411,0.2925596,22.60212,0.1872337,22.09414,0.05116384,21.96215,0.06745916,21.76318,0.09006044,21.61913,0.2638163,21.99498,0.2610988,21.2671,0.05944629,21.25965,0.08641484,21.05222,0.1172233,21.01613,0.4135966,21.78713,0.1423627,21.26818,0.03609078,21.16609,0.04940083,20.94356,0.0528569,20.86346,0.2641521,21.77986,0.1425264,21.27001,0.036104,21.16851,0.04951784,20.95991,0.05287061,20.86323,0.2641564,21.77986,0.1425264,21.26818,0.03609078,21.16851,0.04951784,20.94356,0.0528569,20.86346,0.2641521,0.0561165,0.04372559,0.03024917,0.02247837,0.01671978,21.71824,21.21077,21.13826,20.92763,20.81201,18.062,17.604,12.858,9.315
sdssj150451.51+202507.4,226.214625,20.41872222,24.42999,0.7256106,22.83208,0.1282579,20.59579,0.02896249,21.03939,0.0624538,20.7377,0.1858402,24.3834,0.709932,22.80058,0.1217145,20.59433,0.02979738,21.00655,0.06255346,20.73763,0.184558,24.1486,0.7935961,23.15018,0.2039575,20.83363,0.04088352,21.38351,0.1146925,20.7217,0.1514859,24.3246,0.5599826,23.56368,0.1954496,21.34812,0.04513645,21.84504,0.1174748,21.21575,0.1575217,24.38175,1.338098,23.09989,0.3022568,20.71168,0.05474497,21.37249,0.1759817,21.07237,0.5027412,23.3185,8.716068,22.83573,0.2628056,20.59579,0.04906026,21.04424,0.07957909,20.72107,0.3253149,23.50241,8.174058,22.83582,0.2627817,20.59581,0.04905892,21.04436,0.07957797,20.71361,0.3256888,23.50241,8.174058,22.83582,0.2627817,20.59579,0.04906026,21.04436,0.07957797,20.72107,0.3253149,0.1584902,0.1234945,0.0854329,0.0634858,0.04722178,24.2715,22.70858,20.51036,20.97591,20.69047,0,0,0,0
sdssj151246.26+022129.5,228.19275,2.35819444,23.30453,0.439484,21.9197,0.07186837,21.93161,0.09034538,21.95495,0.1355583,21.85329,0.3889033,23.15712,0.3669305,21.91221,0.06889049,21.938,0.08463871,21.98012,0.1280094,21.94578,0.3868069,23.28099,0.5274203,22.35735,0.1127439,22.3062,0.1522184,22.44231,0.2680234,22.1252,0.5686184,23.7715,0.4990394,22.77218,0.1116787,22.77486,0.1556222,22.82689,0.2487883,22.33492,0.4183069,22.49626,0.5314119,22.15472,0.1373189,22.06268,0.1830381,22.35158,0.3647372,22.09131,0.8446987,19.96552,0.3382082,21.94198,0.07141981,21.93062,0.1055083,21.97113,0.1342194,20.62207,0.4763663,22.35419,0.3904108,21.94174,0.07141978,21.93175,0.1055193,21.97056,0.1342235,21.67741,0.4065127,19.96552,0.3382082,21.94198,0.07141981,21.93175,0.1055193,21.97113,0.1342194,21.67741,0.4065127,0.1766373,0.1376346,0.09521496,0.07075492,0.05262866,23.12789,21.78207,21.83639,21.8842,21.80066,0,0,0,0
sdssj151544.01+175753.0,228.933375,17.96472222,23.82466,0.8226503,22.00411,0.06882975,22.24668,0.1177656,21.80807,0.1184563,20.99899,0.2136633,23.67037,0.6962704,22.07034,0.0673935,22.33119,0.1141923,21.87732,0.1117695,21.0186,0.1950625,24.30593,0.9729046,22.34744,0.09699268,22.70841,0.1955668,22.25168,0.2025158,21.64141,0.400532,24.30675,0.651879,22.84829,0.1038377,23.13708,0.1905787,22.72003,0.2035333,21.94047,0.3287619,23.1535,0.8901528,22.03786,0.117389,22.53628,0.2703762,21.86672,0.2321193,21.58815,0.6261461,23.05687,0.9219697,22.00914,0.06863621,22.24668,0.1177656,21.75387,0.1657401,21.05182,0.2077837,23.21431,0.8864161,22.01949,0.06858901,22.27015,0.1179056,21.85687,0.1635788,21.04924,0.2079361,23.21431,0.8864161,22.01949,0.06858901,22.24668,0.1177656,21.75813,0.1656908,21.04924,0.2079361,0.1501799,0.1170191,0.0809533,0.06015698,0.04474574,23.67448,21.88709,22.16573,21.74791,20.95424,17.079,15.957,11.713,9.023
sdssj151747.00+005550.7,229.44583333,0.93075,24.21136,0.7756874,21.16988,0.0329966,20.44311,0.02744438,20.01199,0.02945496,19.28629,0.05483508,24.14075,0.7623411,21.18229,0.03340998,20.44043,0.03217066,20.01216,0.03192616,19.28038,0.05413296,23.81539,0.7493917,21.45595,0.04765127,20.73599,0.03889419,20.33217,0.04338965,19.56402,0.0586656,24.14357,0.5889795,21.93399,0.05112314,21.20031,0.04110096,20.77965,0.04485364,20.02113,0.05915548,24.39423,1.571133,21.20972,0.0602944,20.5163,0.05083057,20.15854,0.06046339,19.30791,0.09801633,24.21091,3.769426,21.13745,0.03603806,20.44311,0.05185867,20.00186,0.03497226,19.27824,0.06765692,24.21097,3.768335,21.136,0.03597756,20.44288,0.05185368,20.0026,0.03496801,19.28526,0.06752352,24.21091,3.769426,21.136,0.03597756,20.44311,0.05185867,20.0026,0.03496801,19.28526,0.06752352,0.2131476,0.1660831,0.1148955,0.0853797,0.06350681,23.99821,21.0038,20.32821,19.92661,19.22279,15.528,14.823,11.449,8.535
sdssj151815.55+273618.0,229.56479167,27.605,24.5027,0.6716449,21.98596,0.06124869,22.03205,0.08774399,21.90249,0.1134209,21.30472,0.2425855,24.22233,0.5473993,21.98342,0.06035424,22.07204,0.08599183,21.93834,0.106757,21.24306,0.9745216,25.11956,0.7312207,22.36205,0.1076718,22.27216,0.15117,22.25352,0.2308432,21.68362,0.8501076,24.8301,0.5283263,22.80721,0.109491,22.79604,0.1620719,22.74285,0.2355966,21.93464,0.7340196,25.09152,1.765153,22.20944,0.1905107,21.89772,0.2366461,21.97442,0.3843283,21.85128,1.290127,23.68931,1.982324,22.02528,0.06186525,22.02791,0.1054366,21.95639,0.1806983,21.32028,0.3626156,24.25893,0.9999513,22.02555,0.06186387,22.032,0.1055001,21.95651,0.1806979,21.32017,0.3626204,23.68931,1.982324,22.02528,0.06186525,22.032,0.1055001,21.95639,0.1806983,21.32028,0.3626156,0.1575207,0.1227391,0.08491033,0.06309748,0.04693293,24.34518,21.86322,21.94714,21.83939,21.25779,16.161,15.994,12.399,9.251
sdssj152051.00+252830.1,230.2125,25.47502778,24.11015,0.8091794,23.04975,0.1560836,21.06164,0.04512882,21.1495,0.07171978,21.66443,0.4029776,23.92955,0.7020606,23.04108,0.1448747,21.11187,0.04293241,21.15674,0.0656358,21.69044,0.3798681,24.37415,1.003723,23.33135,0.2363358,21.39027,0.07581297,21.49812,0.1341044,22.38001,0.7994276,24.379,0.6720057,23.80011,0.2330085,21.88912,0.08116218,21.97558,0.1388751,22.37522,0.5330033,24.60512,1.532915,23.0431,0.3857099,21.07149,0.4291311,21.22508,0.2980789,22.22119,1.073403,24.09704,0.8365172,22.95743,0.2326631,21.06162,0.0579839,21.15869,0.08788409,21.61065,0.6468545,24.09698,0.8366284,23.07682,0.2289966,21.06471,0.05792267,21.16447,0.0878188,21.58284,0.6520093,24.09698,0.8366284,22.95743,0.2326631,21.06162,0.0579839,21.15869,0.08788409,21.61065,0.6468545,0.1905029,0.1484386,0.1026891,0.07630903,0.0567599,23.91965,22.90131,20.95895,21.07319,21.60767,17.253,16.945,13.11,9.278
sdssj152105.83+182318.3,230.27429167,18.38841667,23.30085,0.4877979,21.94837,0.06257042,21.79906,0.07028794,21.7433,0.1004753,21.17756,0.290157,23.17028,0.3709249,21.94763,0.05778505,21.88197,0.06749184,21.77051,0.09254396,21.1092,0.2510712,23.68208,0.4039144,22.39239,0.09745807,22.16933,0.1224093,22.19942,0.1906954,21.90039,0.5810964,23.90889,0.3765215,22.8171,0.09781328,22.63684,0.12596,22.65068,0.1895059,22.12596,0.443217,23.68432,1.091745,22.14569,0.1165185,21.99076,0.157133,22.02655,0.2496608,21.95465,0.9062634,23.30963,0.4833704,21.98086,0.06199889,21.80684,0.1004766,21.7491,0.1211233,21.19109,0.2784221,23.255,0.491637,21.98072,0.06199911,21.79906,0.1026582,21.759,0.1209602,21.19086,0.2784396,23.30963,0.4833704,21.98086,0.06199889,21.79906,0.1026582,21.7491,0.1211233,21.19109,0.2784221,0.248833,0.193889,0.1341315,0.0996741,0.07413922,23.05202,21.75448,21.66493,21.64363,21.10342,0,0,0,0
