ra,dec,mjd,plate,fiberID,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,class,z,w1mpro,w2mpro,w3mpro,w4mpro
13.79066,5.929674,58402,8752,117,22.29966,23.42898,22.08249,20.66879,19.80544,GALAXY,1.603017,15.44,15.129,11.928,8.977
14.343655,6.1475441,58402,8752,990,21.83714,22.05997,21.65714,21.63883,21.44911,GALAXY,1.667813,17.119,16.108,11.996,8.882
13.565315,5.727643,58402,8752,193,24.8952,25.14409,22.37024,21.14754,19.6489,GALAXY,1.119959,16.426,15.61,12.392,8.59
13.383503,4.5439288,57685,8751,991,25.92997,23.46115,22.45819,20.77307,19.71813,GALAXY,1.158929,16.207,15.664,12.382,8.755
12.950127,-2.4987538,58049,9351,178,25.91817,22.45293,21.88746,21.43678,20.60669,GALAXY,1.059271,15.927,15.5,11.827,8.617
13.385156,-2.5180095,56902,7871,178,21.27619,21.13003,20.97143,20.95889,20.93677,GALAXY,1.180239,16.936,15.916,12.284,8.785
13.167638,-2.2958918,58049,9351,105,23.18017,22.54459,21.79009,21.30987,20.97912,GALAXY,1.091707,15.815,14.717,11.694,8.343
13.670541,-2.4019761,58049,9351,60,24.06138,22.99755,22.11653,21.65184,20.74212,GALAXY,1.13109,16.548,15.353,11.809,8.97
13.980275,-2.3829339,58049,9351,1,22.62114,23.60661,22.21723,22.04958,20.97406,GALAXY,1.024247,17.273,15.935,12.102,8.865
13.870814,-2.3394376,58049,9351,6,24.07031,23.35253,22.70837,21.69464,20.56297,GALAXY,1.387582,16.439,15.57,11.88,8.703
13.028343,-2.5773365,58049,9351,138,23.3937,22.82338,21.9038,21.69576,21.39072,GALAXY,1.098255,16.735,15.618,12.259,8.837
12.963392,-2.9929232,58049,9351,163,22.55689,22.26373,21.84473,21.39675,20.5921,GALAXY,1.116238,16.364,15.36,11.331,8.834
13.411219,-0.82173415,58049,9351,958,22.81586,22.98732,22.13124,21.7574,20.58627,GALAXY,1.064207,16.396,15.739,11.856,8.918
13.466707,-1.0241915,58049,9351,959,25.82928,22.31399,21.49649,20.91805,20.1025,GALAXY,1.096002,16.156,15.68,11.428,8.62
13.587313,-1.1238932,58049,9351,969,22.33488,22.04043,21.60007,21.23798,20.9488,GALAXY,1.072188,16.536,15.638,11.394,8.77
12.94561,-1.1962494,58049,9351,844,23.90116,23.26855,22.49453,21.494,21.35305,GALAXY,1.613691,17.174,16.354,12.249,8.08
13.097769,-1.385467,58049,9351,890,23.07641,23.57869,22.86894,21.6039,21.67327,GALAXY,1.206301,17.091,15.843,11.491,8.967
13.269929,-1.5984709,58049,9351,935,22.35595,23.57126,22.55634,21.7361,21.35261,GALAXY,1.00396,16.951,16.365,11.57,8.537
13.522364,-1.7258768,58049,9351,979,22.8071,23.046,21.95543,21.95376,21.62512,GALAXY,1.338335,16.64,15.838,11.418,8.71
13.300054,-2.0441588,58049,9351,79,24.36533,22.91516,22.78933,21.52184,21.45871,GALAXY,1.331558,16.546,16.276,12.074,8.861
13.262279,-2.2138445,58049,9351,104,23.62275,22.02747,21.64327,21.11086,20.63488,GALAXY,1.308153,16.375,15.379,12.285,8.456
13.686601,-2.2687975,58049,9351,26,24.14968,22.30309,22.3942,22.14706,21.90911,GALAXY,1.08493,17.305,15.87,12.114,8.959
12.462862,5.2428657,57685,8751,867,21.94162,21.3031,21.03865,20.90412,20.24672,GALAXY,1.329361,16.821,16.453,12.619,8.835
11.820554,4.9273818,57685,8751,713,25.66072,23.45707,21.77348,20.76127,19.76027,GALAXY,1.110396,16.653,15.67,12.3,8.475
11.495931,1.322907,57016,7870,781,24.47819,24.33911,22.24553,21.19858,19.89135,GALAXY,1.018014,15.833,15.495,12.076,8.47
11.86715,0.051096987,58077,9408,909,21.43344,21.79783,20.90792,20.27143,20.03237,GALAXY,1.000752,17.026,16.246,11.7,8.744
11.893957,0.064702987,57016,7870,847,25.76491,23.2512,22.37068,21.29761,19.89492,GALAXY,1.023187,15.638,15.354,11.799,8.524
12.418272,0.15392225,57016,7870,975,23.42147,23.56789,22.78647,20.85023,19.95826,GALAXY,1.610098,15.989,15.435,12.354,8.506
11.358412,-0.24211533,58077,9408,836,22.84669,23.14586,22.75868,21.71052,21.53973,GALAXY,1.003868,17.244,16.441,11.872,8.667
11.852778,-0.69345461,58077,9408,925,22.67984,22.63883,22.2381,21.65461,21.65849,GALAXY,1.028367,16.995,16.317,11.835,8.596
11.92787,-0.67612797,58049,9351,592,22.39566,22.45056,21.85448,22.3491,20.65197,GALAXY,1.127947,16.686,15.846,12.107,8.395
12.443375,-0.66674655,58049,9351,702,22.97026,21.84365,22.13395,22.24101,21.0777,GALAXY,1.066904,17.169,16.343,11.846,8.868
12.713764,-0.599376,57016,7870,3,22.9461,22.03246,21.28561,21.01707,20.61002,GALAXY,1.511013,17.322,15.345,11.786,8.586
12.779121,-0.65372854,58049,9351,831,24.0089,22.28235,21.63625,20.88516,20.40844,GALAXY,1.000262,16.03,16.089,12.08,8.741
12.02373,-2.3363994,58049,9351,382,22.7143,22.43205,21.9853,21.05254,20.27703,GALAXY,1.006145,16.179,15.777,12.061,9.091
12.26128,-2.5286355,58049,9351,338,22.53594,22.69347,21.94522,21.46248,21.11111,GALAXY,1.036602,17.211,15.832,12.15,8.79
12.644659,-2.4054766,58049,9351,258,22.95066,22.61824,22.06284,21.5081,20.94724,GALAXY,1.03936,16.981,16.416,11.689,8.66
12.768716,-2.2893837,58049,9351,225,23.02265,22.98375,22.40867,21.84275,21.03336,GALAXY,1.002346,17.039,15.873,12.069,8.14
12.189583,-2.5688762,58049,9351,333,23.58019,23.03311,22.3126,22.11533,21.30731,GALAXY,1.135263,17.176,15.644,12.073,8.746
11.73505,-2.5944026,58049,9351,411,22.76309,22.76217,21.78014,21.2682,20.80687,GALAXY,1.012707,16.505,16.041,12.431,8.798
12.125635,-2.9205032,58049,9351,325,22.55744,22.59925,21.92599,21.70921,21.62836,GALAXY,1.157849,16.667,16.271,11.986,8.906
12.26895,-2.9359282,56902,7871,403,23.87515,23.48842,21.96838,20.90199,19.53264,GALAXY,1.514506,16.21,15.967,11.745,8.324
11.601575,-0.99867525,58049,9351,542,25.68901,22.77003,22.08832,21.88371,21.23235,GALAXY,1.451524,16.082,15.921,12.194,8.77
10.654546,6.0059762,58401,8750,735,25.65631,22.50011,22.01089,20.89652,19.89506,GALAXY,1.401253,16.728,16.044,11.15,8.346
11.271197,6.0269556,58401,8750,849,26.89842,22.99004,22.42607,21.12198,19.92742,GALAXY,1.067864,16.236,15.918,12.179,7.781
9.94605990000002,5.4441585,58401,8750,385,24.62434,23.36872,21.85068,20.821,19.94492,GALAXY,1.507601,16.273,15.653,11.771,8.121
11.155322,4.1936929,57685,8751,615,25.77914,23.06369,22.51221,21.14283,19.91444,GALAXY,1.040451,16.351,15.813,11.82,8.826
11.036107,0.94311928,57016,7870,666,22.69154,22.33145,21.29285,20.79887,20.37162,GALAXY,1.17058,16.37,15.322,11.736,8.491
10.375231,-0.027150041,58077,9408,587,23.08501,22.78633,23.13272,22.20124,21.3921,GALAXY,1.169533,17.012,16.577,12.102,8.884
10.392574,0.075965323,58051,9409,34,23.20198,22.64924,22.11412,21.87436,22.04907,GALAXY,1.084333,17.046,16.837,12.46,8.479
10.128656,-0.032794075,58051,9409,75,23.35223,22.69622,21.96144,21.39513,20.60289,GALAXY,1.037873,16.875,16.209,12.044,8.43
10.73124,-0.0011811506,57016,7870,573,23.63668,23.42777,22.24175,21.24211,19.75239,GALAXY,1.448205,16.237,15.637,12,8.281
10.792254,-0.085915975,58077,9408,672,22.62713,22.37179,22.04644,21.65101,20.99289,GALAXY,1.109304,16.954,16.349,11.982,8.912
10.861423,-0.3967313,58077,9408,717,23.00695,22.88947,22.61305,22.43379,21.94665,GALAXY,1.516522,17.336,16.249,12.423,8.911
10.83595,-0.46738777,58077,9408,682,22.57301,22.47765,22.0435,21.66014,20.8275,GALAXY,1.113229,16.421,15.825,12.122,8.725
10.516948,-0.2598206,58051,9409,2,24.52654,22.79739,22.55345,22.2857,21.38171,GALAXY,1.173321,16.394,16.532,12.515,8.956
10.221041,-0.30588192,58077,9408,559,25.53867,22.77864,21.25305,20.15664,19.56634,GALAXY,1.380437,15.512,15.402,12.406,8.918
9.84815329999998,-0.38539687,58051,9409,138,23.17038,22.58556,22.36428,22.04363,21.30023,GALAXY,1.100938,17.14,16.722,12.515,8.79
10.100307,-0.34724738,58051,9409,65,23.14545,22.6239,21.80689,21.04854,20.50053,GALAXY,1.020082,16.504,15.863,12.509,8.894
10.22953,-0.47944384,58051,9409,92,22.5877,22.34506,21.71704,20.85218,20.26985,GALAXY,1.024395,16.944,16.846,12.472,8.605
10.146626,-0.4839367,58051,9409,96,23.08449,22.12721,21.59352,21.12177,20.65292,GALAXY,1.057515,16.569,16.214,11.797,8.916
10.154044,-0.50104279,57016,7870,493,26.63596,23.85543,21.77414,20.75309,19.86127,GALAXY,1.75261,16.275,16.123,12.414,8.863
10.118952,-0.58030989,58051,9409,94,24.06324,22.57854,21.91487,21.63438,21.51792,GALAXY,1.646706,16.005,15.19,11.846,8.443
10.333074,-0.50363245,58077,9408,602,22.57929,22.86053,22.26291,22.69158,22.34574,GALAXY,1.13527,15.997,16.223,11.851,8.599
10.69313,-0.48373739,58077,9408,644,25.18872,22.97908,22.18408,22.43206,21.23709,GALAXY,1.115975,17.27,16.74,12.57,8.951
10.664022,-0.53974989,58077,9408,642,22.60142,22.47911,21.895,21.48429,21.4331,GALAXY,1.128919,16.755,15.635,12.408,9.028
10.713694,-0.64718411,58077,9408,656,24.34831,22.90009,21.93764,21.5185,20.76204,GALAXY,1.046389,16.112,15.49,12.006,8.421
10.544624,-0.74805295,58077,9408,652,23.17419,21.9089,21.4043,20.60435,19.66706,GALAXY,1.008972,15.835,15.303,11.79,8.505
11.250924,-0.55658272,58077,9408,810,24.81207,23.24807,22.69981,21.86633,21.18183,GALAXY,1.204446,17.181,16.454,12.228,8.631
10.653451,-2.6749434,57012,7869,171,25.75314,24.42745,21.95896,20.77416,19.79415,GALAXY,1.019346,15.963,15.762,12.698,8.985
9.83823969999997,-0.85365545,58081,9350,831,22.14871,22.31314,22.27067,21.81224,21.44948,GALAXY,1.171702,16.663,16.52,12.19,8.341
9.9495637,-0.85737516,58081,9350,870,23.37211,22.70851,22.45004,21.89299,21.38875,GALAXY,1.028459,16.512,16.461,12.143,8.857
10.189993,-1.0352122,58077,9408,440,22.64644,22.25246,21.59277,21.45409,20.23582,GALAXY,1.247769,16.649,16.147,12.519,8.947
10.572093,-1.0126778,58081,9350,946,24.86364,23.11804,22.43174,22.13101,21.08087,GALAXY,1.000883,17.124,16.649,12.564,8.919
11.051684,-0.99207067,58077,9408,278,23.45445,22.21276,21.61208,21.33718,20.79513,GALAXY,1.178881,16.733,16.119,12.514,8.587
11.113768,-1.3496325,58077,9408,262,22.73018,22.87661,22.16828,21.80318,21.09682,GALAXY,1.347458,16.571,15.761,11.494,8.578
10.836811,-1.2344205,58077,9408,312,22.56853,21.95332,21.54915,20.83245,20.76439,GALAXY,1.005826,16.02,15.435,12.142,8.446
10.621707,-1.1355131,58077,9408,384,22.81601,22.54359,21.92701,21.34054,20.90471,GALAXY,1.001248,17.034,16.499,12.116,8.555
10.256875,-1.0690907,58081,9350,914,23.68326,22.65023,21.88825,21.06905,20.65183,GALAXY,1.083474,16.613,16.4,12.524,8.985
9.90441939999999,-1.3178633,58077,9408,471,23.08522,22.89953,22.01982,21.61868,20.6694,GALAXY,1.125161,16.687,15.8,12.13,8.733
9.8775574,-1.1895046,58051,9409,121,22.6109,22.26445,21.14715,20.90531,20.44096,GALAXY,1.033715,16.924,16.407,12.395,8.622
10.369884,-1.3769547,58081,9350,966,23.84273,23.64231,22.44676,22.40193,21.68152,GALAXY,1.010352,16.069,15.716,12.09,9.014
11.061658,-1.4755325,58077,9408,264,23.24122,22.84287,22.34811,21.36526,20.61897,GALAXY,1.009909,17.03,16.105,11.859,9.03
11.197389,-1.6592789,58077,9408,217,22.70658,22.20968,21.56577,21.07896,20.43407,GALAXY,1.071768,16.875,15.582,12.081,8.941
11.259224,-1.6501822,58077,9408,215,23.08925,23.06106,22.36354,21.96721,21.59909,GALAXY,1.081227,16.528,15.963,11.642,8.908
10.978448,-1.8625698,58077,9408,290,24.72087,23.7412,21.92815,21.85526,22.36609,GALAXY,1.198648,16.149,15.437,11.775,8.643
10.224109,-1.7921592,58081,9350,980,24.23358,22.82098,23.7687,22.69064,21.61576,GALAXY,1.044868,16.842,16.171,12.607,8.996
9.958913,-1.7096196,58077,9408,449,23.02776,22.42572,22.06442,21.19904,20.56573,GALAXY,1.025298,16.366,15.662,12.401,9.099
10.211757,-2.0253001,58077,9408,404,21.88009,22.06149,21.89809,20.75381,20.22265,GALAXY,1.025554,16.481,16.79,12.044,9.044
10.678664,-1.9880191,57012,7869,217,26.30263,25.28083,22.33806,21.31469,19.91901,GALAXY,1.030814,15.91,15.867,12.154,9.144
9.36684650000001,1.2141499,58051,9409,790,25.45519,22.92262,22.31887,21.65332,21.39263,GALAXY,1.014778,17.814,16.374,11.012,8.7
9.52072450000003,1.1813706,58051,9409,829,22.19121,22.88854,21.84377,21.47965,20.52334,GALAXY,1.03073,16.504,16.188,11.956,8.818
8.97989589999997,1.1103775,58051,9409,667,24.56909,22.92684,22.58425,21.66603,21.2477,GALAXY,1.323392,17.165,16.323,12.479,8.662
8.57327950000001,1.0810181,58069,9410,20,22.55343,22.41931,21.81813,21.4389,20.84725,GALAXY,1.083568,16.171,15.847,11.849,8.497
8.97652399999998,0.92359659,58051,9409,720,25.17949,23.64464,22.63199,20.84672,21.59096,GALAXY,1.452178,16.195,15.854,12.135,8.728
9.8031785,0.80370187,58051,9409,881,22.70221,22.65069,22.58394,22.83378,20.74388,GALAXY,1.14445,16.732,16.699,11.381,8.542
8.64824349999998,0.49817937,58051,9409,612,23.53777,22.70692,21.93798,21.75138,21.13637,GALAXY,1.067541,17.163,16.675,12.06,8.36
9.50002180000001,0.57156941,58051,9409,811,24.4192,24.87718,23.01252,21.92379,21.67122,GALAXY,1.00184,17.09,16.362,12.341,8.979
9.63129220000002,0.50338394,58051,9409,851,22.03054,21.88294,20.79902,20.353,20.20296,GALAXY,1.058059,17.013,16.252,11.896,8.295
9.40814160000002,0.35214213,58051,9409,812,23.37232,22.76698,22.31721,21.69393,22.36019,GALAXY,1.034562,16.778,15.977,12.107,8.983
9.0452118,0.19042602,58051,9409,317,25.71789,23.2226,22.43131,22.0127,21.35693,GALAXY,1.198273,17.283,16.828,12.411,8.949
9.20729770000003,0.21877874,58051,9409,738,22.60265,22.60287,22.04137,21.67151,22.43991,GALAXY,1.088899,17.138,15.812,12.155,8.401
9.08365889999999,0.21948899,58051,9409,739,23.90199,21.8812,22.62043,21.67797,24.76204,GALAXY,1.492397,16.885,15.938,12.133,8.876
8.85532060000003,0.39976904,58051,9409,696,22.4605,22.83645,22.33629,22.16402,22.02453,GALAXY,1.091339,17.115,16.019,12.155,8.411
8.707089,0.18865991,58051,9409,400,22.44121,22.49084,21.91243,21.95265,21.58272,GALAXY,1.163628,16.567,15.848,12.538,9.025
8.72306839999999,0.020922558,58051,9409,394,23.99157,22.93752,22.49268,22.08056,21.37206,GALAXY,1.027747,17.101,16.803,11.949,8.276
8.78232750000001,0.11805633,58051,9409,358,22.72318,22.23487,22.01782,21.53097,21.04398,GALAXY,1.00691,17.176,16.426,12.604,8.18
8.66142680000002,0.15106145,58051,9409,397,23.18459,22.38027,22.21451,21.39518,20.38508,GALAXY,1.084666,16.999,15.775,11.692,9.094
8.63678110000001,0.0055673008,58051,9409,393,22.88889,22.22496,21.44586,21.10783,20.59675,GALAXY,1.012356,15.777,15.343,11.834,8.763
9.27783690000001,-0.056308151,58051,9409,273,22.59657,23.25042,22.04999,20.81176,21.08452,GALAXY,1.267073,17.238,16.32,11.991,8.794
9.78238470000002,-0.1537439,58051,9409,106,22.93583,22.88437,23.61528,23.68125,21.71922,GALAXY,1.01362,17.01,16.062,11.777,8.953
9.63006159999998,-0.3231353,58051,9409,141,23.67859,23.15506,21.75646,21.39618,21.46528,GALAXY,1.133771,16.713,16.398,12.373,8.658
9.82257670000001,-0.35956633,58077,9408,557,22.80347,22.47778,22.35598,21.98409,21.27912,GALAXY,1.193178,16.556,15.789,12.551,8.858
9.24422629999998,-0.43600225,58051,9409,296,24.44868,22.62668,22.34478,21.78772,21.70388,GALAXY,1.086888,16.663,16.675,12.451,8.619
8.85176109999998,-0.28762702,58051,9409,341,22.74425,21.9313,21.26545,20.85399,20.01354,GALAXY,1.058849,17.052,16.686,12.376,8.869
8.7472861,-0.34748935,58051,9409,377,21.8278,21.44154,21.62448,22.06414,21.56436,GALAXY,1.03698,16.854,16.553,12.308,8.794
8.44444820000001,-0.61803637,58051,9409,418,23.11304,22.78842,22.17027,21.6764,21.36087,GALAXY,1.15589,17.216,16.366,12.49,8.928
8.61310109999999,-0.74953083,58051,9409,370,23.25203,22.57381,21.83059,21.51088,21.20974,GALAXY,1.006511,16.674,16.515,12.359,8.62
9.2450571,-0.47138901,58051,9409,259,23.32903,22.91285,22.27744,21.71456,20.67344,GALAXY,1.10314,16.635,16.872,12.387,8.832
9.3483286,-0.66424816,58051,9409,215,24.10697,22.62645,21.9805,21.77131,20.9924,GALAXY,1.056894,16.649,15.745,12.025,8.281
9.79748799999999,-0.48181881,58081,9350,862,23.02126,22.65745,22.85531,21.76726,21.00106,GALAXY,1.023451,17.02,16.338,12.456,8.81
9.61876890000002,-0.67313265,58081,9350,782,21.74711,22.49487,21.72523,21.19572,21.29679,GALAXY,1.086294,17.189,16.578,12.339,9.01
9.65460730000001,-0.52875501,58081,9350,824,22.44862,22.24013,21.72015,21.23443,20.77126,GALAXY,1.129886,16.513,15.769,12.421,8.896
9.69246509999999,-0.95487048,58077,9408,511,22.74487,22.53104,21.75627,21.57396,20.50998,GALAXY,1.117704,17.083,16.272,12.135,8.795
9.80603230000003,-0.76926726,58081,9350,825,25.10901,22.95338,22.33506,22.57524,22.66531,GALAXY,1.167486,17.05,16.515,12.106,9.116
9.36021260000001,-1.0613617,58051,9409,246,21.85153,22.67423,22.30027,21.6186,20.1647,GALAXY,1.040636,17.197,16.612,12.397,8.931
9.45466060000001,-1.3772313,58081,9350,723,23.27183,22.82401,22.31449,21.94251,21.16206,GALAXY,1.13539,16.778,16.363,12.592,8.371
9.51946079999999,-1.5715553,58081,9350,763,21.2892,21.00474,20.05516,20.67289,19.38543,GALAXY,1.057073,16.663,15.764,12.554,8.45
9.58992890000002,-1.5221968,58081,9350,809,22.11517,22.23601,21.9258,21.62677,20.64401,GALAXY,1.198615,16.575,16.65,12.209,8.932
9.78722920000001,-1.5904357,58081,9350,849,24.04123,22.89249,22.1534,21.34497,20.6603,GALAXY,1.067483,16.409,16.1,12.234,8.796
9.55558530000002,-1.939514,57012,7869,612,22.35399,21.82423,21.67223,21.20984,20.86427,GALAXY,1.295416,16.856,15.807,12.079,8.968
9.37001800000002,-1.7395073,58081,9350,731,24.05617,22.77166,21.86049,21.40191,20.78316,GALAXY,1.049334,16.919,16.175,12.614,8.734
9.39692559999997,-1.6756746,58081,9350,733,22.97819,23.19071,22.56147,21.66249,21.09146,GALAXY,1.164334,16.386,15.691,12.494,8.875
9.07207679999999,-1.7736292,58081,9350,688,22.67387,22.19838,21.6361,21.30824,20.53839,GALAXY,1.029783,16.792,16.354,12.477,9.093
9.4574667,-2.212069,57012,7869,461,24.3919,23.16033,21.61332,20.51538,19.78135,GALAXY,1.513067,16.064,15.88,12.699,8.629
9.48837300000002,-2.0720802,57012,7869,577,24.50073,23.72743,22.59667,21.171,19.58587,GALAXY,1.009181,15.711,15.162,12.391,8.48
140.2735,14.291841,57783,9581,345,22.92863,22.58763,22.28829,21.79126,21.14835,GALAXY,1.07482,17.244,16.175,12.392,8.856
140.19314,14.245872,57783,9581,385,24.02824,22.62992,21.794,21.07689,20.04857,GALAXY,1.036466,16.169,15.512,12.428,8.676
139.58069,13.821569,57783,9581,445,23.41904,23.09113,22.77919,21.81347,21.04013,GALAXY,1.027896,16.099,15.238,12.348,8.861
139.16234,48.170559,56684,7306,485,22.52091,25.57892,22.17118,20.78686,19.82475,GALAXY,1.04581,16.105,15.688,12.381,9.116
139.56748,49.778958,56684,7306,543,24.44347,22.98801,23.94524,20.21538,19.29399,GALAXY,1.031978,15.535,15.07,12.112,9.068
139.85149,15.48373,57783,9581,547,25.00426,23.12465,22.71202,21.71499,21.19961,GALAXY,1.084322,16.902,16.524,12.513,9.154
140.01207,15.397021,57783,9581,594,23.23756,23.00399,21.91577,21.38533,20.87479,GALAXY,1.118642,16.461,15.474,12.209,8.92
129.15176,45.621455,56330,6394,15,24.24456,25.11794,22.4689,21.41455,19.92066,GALAXY,1.099487,15.761,15.419,12.401,8.92
125.30877,45.10751,56331,6392,21,24.00939,22.65133,21.29611,20.17031,19.51147,GALAXY,1.402691,16.219,15.949,12.731,9.204
124.76083,29.267049,58133,10289,943,20.68451,20.77336,20.48271,20.54252,20.35608,GALAXY,1.092909,17.081,15.873,12.349,8.715
123.017,46.603785,56329,6391,907,24.81663,22.84195,22.33571,21.08771,19.91039,GALAXY,1.097246,17.103,16.077,12.675,9.22
117.92586,30.43245,58101,10291,185,25.48719,25.93019,23.10721,21.87224,19.90056,GALAXY,1.005734,16.556,16.757,12.754,8.896
118.37976,30.362386,58101,10291,89,25.19467,22.37305,22.00742,21.22852,20.53757,GALAXY,1.284381,17.144,15.973,12.005,8.568
146.08191,21.806243,57865,9580,743,23.37534,22.89935,22.27631,21.74823,21.10401,GALAXY,1.120821,16.767,16.561,12.769,9.207
143.14843,16.634641,57806,9582,440,22.97334,23.2956,22.84065,22.23477,21.73365,GALAXY,1.003488,17.253,16.571,12.321,9.084
143.40117,16.566684,57806,9582,358,24.9825,22.76871,21.55882,21.85299,20.58847,GALAXY,1.133174,16.303,16.295,11.919,8.983
143.74639,16.520481,57806,9582,311,24.31542,22.87979,22.08072,20.98227,21.27128,GALAXY,1.036264,16.526,16.318,12.689,9.011
141.90789,15.586872,57783,9581,947,22.85895,22.60251,22.05212,21.62283,20.9247,GALAXY,1.064855,17.253,17.05,12.49,9.227
139.37639,14.197823,57783,9581,487,23.30286,23.50971,22.27105,21.79844,20.77242,GALAXY,1.058385,16.649,16.271,11.947,8.952
139.67464,49.199777,56684,7306,577,26.67291,23.59132,22.55246,20.92173,19.99791,GALAXY,1.084186,16.062,15.439,12.849,9.045
139.95467,15.195609,57783,9581,561,23.65777,22.51643,22.21134,22.10618,21.0083,GALAXY,1.00761,16.247,16,12.444,8.403
125.29171,44.846483,56331,6392,54,22.8646,22.8147,21.38208,20.48116,19.77328,GALAXY,1.145609,16.529,16.241,12.506,9.042
122.34902,28.107932,58133,10289,423,23.35169,22.57904,21.50114,20.47575,19.7066,GALAXY,1.008618,15.477,14.937,12.655,8.718
117.94068,31.997148,58101,10291,821,26.3533,23.36282,21.52433,20.46578,19.67693,GALAXY,1.416335,15.736,15.806,12.837,8.998
143.13772,47.42083,56720,7307,359,24.19024,22.49339,21.66076,21.08789,19.64447,GALAXY,1.149923,15.385,14.889,11.596,8.74
144.84306,48.295455,56720,7307,928,21.7468,22.0882,21.72012,21.48431,21.49002,GALAXY,1.012265,17.293,16.738,12.718,9.223
143.79865,16.45634,57806,9582,271,23.2274,23.12881,22.12412,22.17849,20.70482,GALAXY,1.056628,15.973,15.695,12.371,8.988
143.35116,16.226218,57806,9582,381,24.18264,24.0679,23.98961,22.11048,22.42978,GALAXY,1.564964,17.053,16.613,12.204,8.928
144.04276,18.023311,57806,9582,823,22.94674,22.37392,21.76687,21.03976,20.49005,GALAXY,1.7658,16.107,15.678,12.122,8.904
143.75506,17.394625,57806,9582,719,22.97399,22.47568,21.77931,21.62143,21.67749,GALAXY,1.018647,16.799,16.379,12.644,8.42
140.17595,14.85839,57783,9581,656,23.59387,22.8786,22.79719,22.03996,21.57476,GALAXY,1.17282,17.158,16.401,11.964,8.778
200.52432,51.098755,57426,8210,813,24.23095,22.3266,21.73583,20.53967,19.84135,GALAXY,1.975861,16.114,15.816,12.984,9.083
200.47249,50.971176,57426,8210,816,21.69838,21.87134,21.74014,22.42844,21.72709,GALAXY,1.054143,17.039,16.538,12.544,8.842
201.20402,50.779014,57426,8210,111,26.2223,23.60177,21.96409,20.39806,19.08351,GALAXY,1.09156,15.814,15.503,12.597,9.111
198.80531,51.712259,57426,8210,581,26.20534,23.27524,22.23137,21.0785,19.87738,GALAXY,1.035849,15.459,15.123,13.006,9.346
197.01294,41.023162,57483,8387,133,24.36558,22.6398,21.529,20.50712,19.59774,GALAXY,1.222041,16.849,16.745,12.366,9.376
197.2979,40.771794,57483,8387,55,25.87915,23.80836,22.25409,20.50889,19.69476,GALAXY,1.607059,15.814,15.746,13.026,9.119
197.34571,40.823046,57483,8387,53,26.05291,24.67933,22.73727,20.99862,19.93255,GALAXY,1.005183,15.711,15.385,12.566,9.343
198.53997,40.535938,57488,8388,283,24.14023,21.87839,21.51189,20.23345,19.23975,GALAXY,1.092776,15.742,15.543,12.262,8.732
197.04042,40.508538,57483,8387,101,26.12806,23.24411,21.81355,20.5861,19.74637,GALAXY,1.505958,15.904,15.685,13.06,9.204
193.95426,42.908079,57518,8386,867,26.39006,22.6349,22.3507,20.78136,19.51839,GALAXY,1.020994,16.094,15.56,13.038,9.308
193.77238,42.066044,57518,8386,813,23.78487,24.35697,22.27193,21.00842,19.91978,GALAXY,1.161705,16.232,15.384,12.716,8.948
194.05606,41.125096,57518,8386,144,21.25732,21.48093,21.1489,20.82052,20.36712,GALAXY,1.072356,17.003,17.018,12.925,8.779
193.80386,40.791355,57518,8386,167,25.58677,25.04877,21.8583,20.64327,19.89991,GALAXY,1.901694,15.656,15.127,11.856,9.188
193.29533,40.575919,57518,8386,242,21.92765,21.94692,21.77151,21.31014,20.89925,GALAXY,1.020892,17.266,17.098,12.341,9.165
191.00948,42.019723,57511,8385,885,23.92273,23.45517,21.5944,20.55506,19.80454,GALAXY,1.612291,15.949,16.291,12.736,9.08
188.99626,41.865018,57511,8385,565,26.37166,22.82106,22.37371,20.64286,19.84212,GALAXY,1.000783,15.076,14.731,12.722,9.35
148.77214,45.952717,56709,7308,53,22.48211,22.49268,21.05811,20.09228,19.36377,GALAXY,1.276902,15.914,15.717,12.897,8.913
147.41399,16.781088,57809,9583,15,22.55472,22.97634,23.00911,21.6502,21.33548,GALAXY,1.287704,17.195,15.851,11.886,9.006
146.50321,15.663865,57809,9583,123,22.42207,22.12262,21.20131,20.77306,19.66259,GALAXY,1.126147,16.709,16.14,12.584,8.75
146.83115,15.751001,57809,9583,46,25.56604,24.14607,21.39058,20.54881,23.04565,GALAXY,1.264343,16.178,16.323,12.021,8.528
146.56304,45.433879,56709,7308,371,23.27644,23.79669,21.73627,20.63034,19.68392,GALAXY,1.070076,16.203,15.462,12.915,9.324
227.99372,40.330029,58514,11649,816,20.65034,20.61343,20.49199,20.47713,20.16628,GALAXY,1.667794,17.66,17.31,13.029,9.696
146.33244,20.787689,57865,9580,802,22.39732,21.39655,20.81956,20.93103,19.65725,GALAXY,1.092699,16.941,16.019,12.64,9.04
146.20031,20.585391,57865,9580,779,22.45537,23.0182,22.51239,22.06583,21.32044,GALAXY,1.058489,16.823,16.418,12.059,9.201
146.24646,20.714253,57865,9580,771,22.71489,22.96975,21.9868,21.4096,20.67754,GALAXY,1.04471,16.305,16.551,11.972,8.885
132.46497,19.387618,58127,9565,163,22.70831,23.2397,22.31291,21.3656,21.55681,GALAXY,1.055505,16.996,16.259,12.617,8.279
