ra,dec,mjd,plate,fiberID,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,class,z,w1mpro,w2mpro,w3mpro,w4mpro
155.02909,30.95395,58138,10452,96,25.09473,22.54127,21.68714,21.17455,20.36557,GALAXY,1.001651,17.018,16.334,12.753,8.72
155.09576,30.991222,58135,10454,905,22.45317,23.29577,22.13786,21.26954,21.5213,GALAXY,1.052865,16.689,16.8,12.694,8.959
155.18673,30.733227,58135,10454,920,23.57014,23.21999,22.09193,22.00563,20.85186,GALAXY,1.271296,16.26,15.667,12.659,9.031
154.88312,30.659495,58138,10452,132,22.83358,23.54971,22.22572,22.55123,22.50429,GALAXY,1.334375,17.283,16.259,12.475,9.088
154.39112,30.591667,58138,10452,214,23.71677,23.22402,22.90188,22.45164,22.04857,GALAXY,1.283203,16.331,16.712,12.547,9.01
154.14261,30.756049,58138,10452,294,25.13952,22.51519,22.39674,21.83141,20.89674,GALAXY,1.093558,15.9,15.969,10.684,8.66
154.04896,30.678579,58135,10454,678,22.31464,22.4836,21.53013,21.49402,21.49784,GALAXY,1.096521,16.174,13.6,9.485,8.529
154.22433,30.263627,58135,10454,726,24.54327,21.69498,21.11516,20.79457,20.42661,GALAXY,1.054922,16.527,16.069,11.888,9.071
154.05033,30.405103,58135,10454,684,22.77373,22.92338,22.50866,21.35457,20.64462,GALAXY,1.051296,17.024,16.093,11.38,9.23
154.26174,30.282073,58138,10452,246,23.82348,22.75764,22.51476,22.65538,22.04579,GALAXY,1.048787,16.615,15.95,12.597,9.037
154.58527,30.331744,58138,10452,161,23.16286,22.68163,22.31409,22.24782,21.04685,GALAXY,1.207449,15.895,15.34,12.602,8.997
154.58942,30.400798,58135,10454,809,24.65047,23.97831,22.79309,22.56814,22.09665,GALAXY,1.019848,15.477,14.887,12.391,9.037
154.62461,30.365986,58135,10454,808,24.51911,22.64703,22.80232,21.96843,21.64092,GALAXY,1.109364,17.077,16.786,12.625,9.034
153.67596,29.548081,58136,10453,865,23.69884,22.98321,22.01178,21.31688,20.64268,GALAXY,1.814036,16.765,16.729,12.741,8.853
151.82733,28.788324,58136,10453,528,20.72647,20.98864,20.16136,20.10066,20.20866,GALAXY,1.231933,16.877,15.951,12.006,8.603
152.18727,41.140511,57389,8302,391,24.80108,22.58788,22.10679,20.91452,19.70528,GALAXY,1.061477,15.872,15.418,12.766,9.073
134.42742,17.424993,57801,9551,689,22.29502,22.12201,21.46218,21.25499,20.2655,GALAXY,1.214369,16.821,15.743,11.396,8.272
135.04309,37.475359,57458,8860,811,22.88962,23.40362,21.69654,20.67833,19.67311,GALAXY,1.009805,16.849,16.364,12.655,9.306
134.74064,36.457293,57458,8860,258,21.37107,21.47334,21.26043,21.16356,21.26828,GALAXY,1.131735,17.389,15.999,12.093,9.156
135.1082,35.947515,57458,8860,163,22.25461,22.96543,23.72422,21.47712,19.11806,GALAXY,1.018032,16.02,15.565,12.556,9.106
134.15356,16.964939,57801,9551,659,22.6636,21.63777,21.4552,21.11607,20.73953,GALAXY,1.033779,17.239,16.222,12.58,8.97
133.61839,16.75408,57801,9551,483,26.14467,22.8774,22.24438,21.27032,20.36689,GALAXY,1.026052,16.627,16.346,12.058,8.43
134.20745,16.496493,57801,9551,346,22.78995,22.52525,22.40576,21.23738,21.4376,GALAXY,1.139387,16.613,16.837,12.488,8.767
134.01984,16.45352,57801,9551,392,22.26335,22.20358,21.81208,21.26317,21.95848,GALAXY,1.27333,15.759,14.98,12.416,8.997
134.26791,16.006876,57801,9551,373,22.63884,22.7571,21.77231,21.6427,20.64931,GALAXY,1.044389,16.764,16.463,12.277,8.25
133.84181,18.191547,57801,9551,586,21.84567,22.06342,21.53149,21.01861,20.30704,GALAXY,1.016755,17.075,16.495,12.201,8.934
133.91703,17.556958,57801,9551,604,23.42884,22.66827,21.88733,22.54342,21.11925,GALAXY,1.087029,16.355,15.957,12.383,8.787
131.43478,37.69991,57452,8859,686,22.36846,21.94337,21.78391,21.59647,21.6771,GALAXY,1.595045,16.387,16.266,12.58,9.099
130.19486,37.584867,57452,8859,503,24.07243,25.50471,22.10295,20.99226,19.86025,GALAXY,1.020217,15.575,15.374,12.667,9.33
123.53472,45.515953,56329,6391,80,25.27755,22.72322,21.42223,20.14228,19.4547,GALAXY,1.729301,15.441,15.261,12.124,8.755
122.3282,45.803133,56244,6390,999,23.74535,23.24319,22.0603,21.15671,20.72576,GALAXY,1.05047,16.586,16.506,12.747,8.795
121.16404,45.111659,56329,6391,341,22.34987,21.92249,21.16104,20.2762,19.8531,GALAXY,1.59752,16.255,15.668,12.365,8.637
121.19206,45.01373,56329,6391,343,24.0152,23.86761,21.49117,20.3051,19.86633,GALAXY,1.626604,16.073,16.386,12.827,9.151
120.41125,44.931539,56329,6391,453,22.89415,23.16773,21.33367,20.34457,19.77638,GALAXY,1.999512,16.224,15.93,12.771,9.174
118.28711,45.443972,56244,6390,494,22.04471,21.96983,20.96721,20.05451,19.6491,GALAXY,1.664268,15.8,15.924,12.723,8.797
118.66027,45.520526,56244,6390,475,23.5503,23.83275,21.40649,20.40956,19.878,GALAXY,1.174426,15.853,16.253,12.23,9.231
119.01517,45.473652,56244,6390,397,25.53453,24.4759,21.93781,20.97267,19.97683,GALAXY,1.043883,15.869,15.453,12.772,9.207
119.81914,44.77535,56270,6389,94,23.69702,23.53496,21.76672,20.69969,19.9324,GALAXY,1.144635,16.029,15.88,12.423,9.111
117.24349,46.501202,56270,6389,551,26.63422,23.97714,21.23103,20.28987,19.55486,GALAXY,1.531235,15.879,15.588,12.452,9.2
118.03127,46.267522,56270,6389,718,26.16664,23.36391,22.3998,20.91409,19.88459,GALAXY,1.286913,16.635,16.809,12.906,9.235
118.86165,46.366754,56244,6390,560,27.0589,24.16146,21.41835,20.46935,19.9168,GALAXY,1.287323,15.431,15.361,12.56,9.208
116.62358,45.481737,56270,6389,499,24.95634,22.8321,21.38922,20.4639,19.97228,GALAXY,1.625393,16.876,17.069,12.249,9.232
116.65834,45.297623,56270,6389,497,25.39424,22.5223,21.21174,20.23357,19.65696,GALAXY,1.663629,16.489,16.834,12.8,9.154
116.80007,45.404674,56270,6389,489,22.8306,24.39329,21.97924,21.00222,19.91006,GALAXY,1.560803,16.575,16.161,11.839,8.46
116.88195,45.48187,56270,6389,480,23.22747,22.77532,22.35721,20.88621,19.94956,GALAXY,1.473706,16.247,15.988,12.347,9.104
116.84442,45.042388,56270,6389,492,24.13427,23.7324,21.75874,20.76044,20.04567,GALAXY,1.307547,15.997,15.55,12.755,9.009
117.13435,44.927285,56270,6389,460,23.43713,22.01651,20.90813,19.8989,19.43107,GALAXY,1.160513,15.935,15.562,12.737,8.796
44.774371,-2.5558931,57784,9312,36,25.26842,22.56947,22.84838,22.00168,20.9911,GALAXY,1.347653,16.784,15.943,12.707,9.508
44.971984,-2.8361091,57784,9312,8,26.39244,22.81541,22.20772,21.81971,21.16533,GALAXY,1.043679,17.745,16.745,12.43,8.999
44.957546,-2.8072094,57784,9312,14,24.92753,23.29815,22.4317,21.37165,22.01322,GALAXY,1.451642,16.835,16.051,12.427,8.84
44.990875,-2.9841264,57784,9312,2,23.14636,23.2086,22.43324,21.39391,21.25479,GALAXY,1.626484,17.556,17.158,12.819,9.544
44.957642,-3.3649268,57784,9312,55,24.16175,23.75393,22.6629,22.09842,21.52405,GALAXY,1.148185,16.165,15.342,12.572,9.546
44.757588,-3.4707562,57784,9312,50,22.17795,22.41475,22.60391,21.18842,23.05816,GALAXY,1.116676,16.98,16.407,12.702,8.835
43.889451,-3.8450739,57784,9312,228,23.8497,23.05797,22.19116,22.29685,22.34699,GALAXY,1.008863,16.748,16.413,12.815,9.507
43.735928,-3.9093146,57784,9312,241,24.04689,22.91114,21.68763,21.04271,20.58959,GALAXY,1.010692,16.332,15.537,12.532,9.015
44.231747,-3.9156497,57784,9312,162,22.45927,22.18174,21.73181,21.11568,20.42048,GALAXY,1.031515,16.283,15.83,12.493,9.609
43.698874,-2.5443152,57784,9312,332,23.76115,23.12196,22.31669,22.28089,22.95342,GALAXY,1.052969,17.186,16.349,13.049,9.533
231.55001,42.24099,58220,8516,680,21.22251,21.03593,20.84857,20.59814,20.46463,GALAXY,1.381419,16.788,16.493,13.22,9.827
230.1095,43.901092,58192,8515,429,23.04657,24.34076,22.40104,20.90118,19.90822,GALAXY,1.14363,15.308,14.83,13.325,9.833
44.026202,-2.5152826,57784,9312,271,24.17879,22.73873,21.81304,21.24173,20.22834,GALAXY,1.058391,16.904,16.336,13.055,9.625
44.415024,-2.462165,57784,9312,120,21.8595,22.31231,22.41205,21.75134,20.44448,GALAXY,1.176326,17.092,16.193,12.45,9.177
44.35591,-2.6230936,57784,9312,149,23.95608,22.66029,21.89642,21.79155,21.70234,GALAXY,1.125383,17.869,16.397,13.083,9.119
44.018043,-2.6451282,57784,9312,272,22.82908,22.31377,21.64125,21.63422,21.20792,GALAXY,1.021116,15.808,15.33,12.77,8.991
44.193163,-2.9879198,57784,9312,207,22.29871,23.12175,22.0896,21.66129,20.72614,GALAXY,1.171047,16.722,15.844,12.828,9.073
44.315752,-3.1381331,57784,9312,172,23.58479,22.5032,21.79615,21.28758,20.83525,GALAXY,1.421581,16.284,15.343,12.026,8.798
44.437808,-3.39834,57784,9312,136,22.57484,22.47193,21.7397,21.69522,21.0801,GALAXY,1.108275,16.581,15.623,12.45,8.806
43.665709,-3.3419619,57784,9312,310,22.74402,22.71137,21.95941,22.03839,20.92949,GALAXY,1.171947,17.525,16.526,12.522,9.441
43.622899,-3.7062565,57784,9312,302,23.62232,22.94927,22.41545,22.26714,21.16552,GALAXY,1.19317,16.67,16.005,12.35,8.877
43.44593,-3.5598832,57784,9312,355,23.0142,23.36546,22.92669,21.76374,20.80683,GALAXY,1.090095,16.371,15.95,12.323,8.898
43.769626,-3.4995663,57784,9312,253,22.96111,23.16019,22.53813,21.66011,21.67728,GALAXY,1.074983,17.744,17.085,12.827,9.166
44.067207,-1.1287755,57784,9312,784,22.85689,22.64342,22.14678,22.0053,20.67021,GALAXY,1.258355,17.603,16.775,13.038,9.53
44.233816,-1.1039052,57784,9312,824,23.29711,23.15338,22.48681,22.48965,21.71393,GALAXY,1.075814,16.973,16.066,12.99,9.445
10.91523,-4.849882,57666,7905,793,22.28176,23.89169,22.13762,21.04221,19.97169,GALAXY,1.119151,15.95,15.51,12.007,9.137
9.6710678,-6.3144551,57666,7905,487,22.97685,24.14159,22.29714,21.08317,19.99665,GALAXY,1.155738,16.428,16.818,12.377,9.033
9.08343730000001,-4.567061,57358,7904,299,23.21869,23.19806,21.79542,20.50248,19.35592,GALAXY,1.044322,15.433,15.162,12.699,9.16
9.5550968,-5.0103014,57358,7904,213,25.72161,23.2737,23.29792,21.0659,19.6094,GALAXY,1.124572,15.69,15.127,12.716,8.913
181.54185,36.6118,58161,10245,765,24.21209,23.45695,21.94342,20.62983,19.92002,GALAXY,1.339647,15.646,15.574,12.897,8.693
180.73253,35.863962,58161,10245,577,22.91571,21.66846,21.54172,20.47824,19.73362,GALAXY,1.42217,15.889,15.13,12.227,9.101
165.89314,30.448839,58159,10479,51,24.02766,23.893,22.58678,21.84132,21.2686,GALAXY,1.189529,16.57,15.501,12.602,8.731
164.49613,30.214004,58141,10476,981,22.7671,22.86249,22.5622,21.69288,21.97088,GALAXY,1.013951,17.263,15.97,12.206,9.125
165.27446,30.400097,58171,10478,785,23.52583,22.32809,21.83244,21.67108,20.82141,GALAXY,1.059297,17.575,16.727,13.112,8.867
165.90294,29.851324,58171,10478,957,24.29284,22.69832,22.0539,21.85139,20.72708,GALAXY,1.268962,17.193,16.777,12.896,9.115
165.7419,29.946057,58171,10478,911,22.54261,22.61217,22.06582,21.64906,21.18205,GALAXY,1.035231,17.574,16.815,13.047,9.453
165.4083,29.961145,58159,10479,164,22.32257,23.4422,22.59042,21.54157,21.38256,GALAXY,1.014593,16.472,15.638,12.488,9.314
165.24173,29.935658,58171,10478,796,22.46255,22.11847,21.54727,20.87489,20.41618,GALAXY,1.023136,16.897,15.446,11.815,8.614
165.10781,30.026879,58171,10478,751,22.89452,22.17474,21.30275,20.52345,20.78414,GALAXY,1.016732,16.151,15.687,12.211,8.857
164.88163,29.863222,58171,10478,716,23.47492,25.0512,22.57743,22.7698,21.59767,GALAXY,1.035048,16.526,15.942,12.483,9.162
164.75572,30.089682,58171,10478,667,24.5123,22.43673,22.2233,21.83803,20.60141,GALAXY,1.287435,16.559,15.406,12.656,9.244
164.44084,30.062663,58159,10479,403,21.78428,21.46695,21.0802,20.90465,20.95331,GALAXY,1.01694,17.187,16.188,12.395,9.139
164.38935,29.940018,58159,10479,401,22.15777,22.15321,21.67418,20.8966,20.32819,GALAXY,1.022898,16.515,16.163,12.143,8.812
164.6699,29.88963,58171,10478,631,22.67125,22.60439,22.40074,21.07149,20.54769,GALAXY,1.016806,16.18,15.569,12.261,9.216
164.85021,29.63031,58171,10478,684,22.15117,22.40436,22.43431,21.83891,21.36303,GALAXY,1.180825,17.544,16.404,12.927,9.333
164.95085,29.78424,58171,10478,718,22.73836,23.40838,22.10807,21.69277,21.65551,GALAXY,1.123091,16.424,15.943,12.892,9.233
165.36669,29.595947,58171,10478,848,23.27696,23.14981,22.65187,22.35291,21.93651,GALAXY,1.650665,16.752,15.775,12.658,8.805
165.11758,29.653069,58171,10478,761,22.84352,22.51713,22.17447,22.0009,21.33633,GALAXY,1.392209,17.605,15.358,10.785,8.094
165.14689,29.551273,58171,10478,771,22.99236,23.12041,22.23438,21.01465,20.66238,GALAXY,1.010711,16.098,15.58,12.457,8.979
165.42618,29.560623,58171,10478,847,24.00307,22.53304,22.32504,21.41904,23.94005,GALAXY,1.026819,17.448,16.391,12.775,9.399
165.95796,29.778207,58171,10478,981,23.64197,22.93793,22.08252,21.2491,20.81403,GALAXY,1.467184,16.282,16.302,12.322,9.088
164.51746,29.50559,58171,10478,612,23.69687,22.48958,22.39237,21.18964,21.24092,GALAXY,1.022038,17.484,16.345,12.89,9.177
164.81102,29.378725,58171,10478,691,23.41854,23.16551,22.48268,23.06941,22.89414,GALAXY,1.115301,17.476,17.083,12.958,8.874
164.92117,29.380975,58171,10478,731,23.05436,23.04072,22.85503,22.29225,21.40095,GALAXY,1.262886,16.195,15.282,12.741,9.118
164.89057,29.283064,58171,10478,737,22.54473,23.0382,22.28178,21.22333,20.49411,GALAXY,1.017743,16.006,15.422,12.104,9.165
165.05541,29.210255,58171,10478,780,22.47448,22.46209,22.68448,21.85181,21.1307,GALAXY,1.059968,17.397,16.426,12.935,8.958
164.83869,29.191702,58171,10478,697,20.96582,21.80294,20.66604,20.56531,20.0956,GALAXY,1.188385,17.251,16.715,12.33,9.205
163.95219,29.061702,58171,10478,540,22.6926,23.32992,22.49297,22.29475,20.14633,GALAXY,1.018321,16.749,16.515,12.469,8.652
165.24561,28.909669,58171,10478,276,23.69784,22.36553,22.16867,21.74723,22.01139,GALAXY,1.076061,17.18,16.392,12.668,8.945
163.73217,28.372407,58171,10478,425,23.42779,22.59074,22.11061,21.95011,20.42054,GALAXY,1.215453,16.62,15.897,12.414,8.993
163.3885,32.42266,58136,10477,770,24.28887,22.88111,22.21214,21.62305,20.64673,GALAXY,1.248878,16.764,15.711,12.759,9.196
164.2859,32.342518,58136,10477,945,25.25998,22.87817,21.90738,21.15912,20.78172,GALAXY,1.007133,17.031,16.513,12.251,8.712
164.562,32.115461,58136,10477,962,22.62248,22.07738,21.21809,20.55846,20.12366,GALAXY,1.060456,15.835,15.559,12.168,8.868
164.26961,31.939547,58159,10479,608,23.33942,23.86756,22.39331,21.86719,22.5435,GALAXY,1.158263,17.345,17.099,13.009,9.365
164.07925,31.959041,58136,10477,929,22.67642,22.21236,21.8075,21.50824,21.26386,GALAXY,1.232649,16.942,16.317,12.533,9.349
164.07925,31.959041,58159,10479,603,22.67642,22.21236,21.8075,21.50824,21.26386,GALAXY,1.233378,16.942,16.317,12.533,9.349
164.18965,31.393358,58159,10479,432,23.07091,22.26998,22.10158,22.03218,20.95329,GALAXY,1.203796,17.063,16.953,12.744,9.185
163.59557,31.39893,58159,10479,477,23.32262,23.05279,21.99565,21.21208,20.85609,GALAXY,1.090659,16.534,16.132,12.269,9.349
165.91018,30.775475,58159,10479,3,22.38656,21.76541,21.30118,21.14611,20.66532,GALAXY,1.276474,16.518,15.322,12.399,9.321
164.94238,30.424253,58171,10478,705,22.89582,22.45659,21.62069,21.28465,21.09627,GALAXY,1.084158,16.779,15.905,12.715,9.269
187.00518,38.506485,57427,8835,433,23.05269,25.19997,22.63972,20.96727,19.78488,GALAXY,1.084396,15.888,15.689,12.917,9.228
186.31552,39.695029,57458,8834,890,21.89994,21.96877,21.76929,21.89724,21.14533,GALAXY,1.481395,17.486,16.474,12.451,9.298
186.52809,39.204169,57427,8835,498,21.7494,21.94236,21.65805,21.44726,21.50076,GALAXY,1.6569,17.52,16.302,12.43,8.81
165.3779,31.104859,58159,10479,183,22.926,22.45987,21.99511,21.73072,21.37146,GALAXY,1.041357,17.219,15.756,12.518,9.322
165.80476,27.830837,58171,10478,81,24.54799,23.15928,22.509,22.36025,22.2841,GALAXY,1.276895,17.322,15.747,12.68,8.718
164.37528,30.985277,58159,10479,390,22.76499,23.00514,22.16029,21.96909,21.22504,GALAXY,1.014426,17.384,16.61,12.781,8.888
164.37559,30.981974,58136,10477,60,23.74936,22.87432,22.42592,21.9542,22.14258,GALAXY,1.016366,17.248,16.369,12.806,8.829
165.07621,31.014548,58159,10479,225,24.1305,22.89585,22.31591,21.69687,20.90626,GALAXY,1.016105,17.096,16.684,12.859,9.211
165.80393,30.550709,58159,10479,97,23.42658,22.86965,21.8088,21.57955,21.99666,GALAXY,1.183978,17.569,16.782,13.02,9.358
165.92454,30.674963,58159,10479,4,24.74369,23.65038,22.7543,21.51683,20.76772,GALAXY,1.601821,17.092,16.451,12.873,9.503
165.3975,30.451487,58159,10479,174,23.58942,22.85947,22.40543,22.00662,21.5561,GALAXY,1.077601,16.239,15.503,12.946,9.3
152.12545,49.621406,56660,7282,999,23.51923,22.68278,21.52492,20.71138,19.97039,GALAXY,1.050461,16.516,16.279,12.711,8.876
151.66978,49.697955,56660,7282,937,21.72081,22.06768,21.08459,19.93628,19.16745,GALAXY,1.002376,15.574,15.242,12.869,9.294
151.1758,48.325799,56660,7282,125,23.86176,22.79655,22.04508,20.9647,19.62138,GALAXY,1.062795,15.025,14.677,12.526,8.992
131.39657,35.157191,58142,10239,519,24.15501,24.31498,21.94182,20.61777,19.63178,GALAXY,1.088286,16.551,16.506,12.61,8.655
121.3566,53.994889,57007,7281,287,23.34447,23.57936,22.14496,20.97188,19.89679,GALAXY,1.046147,16.665,16.201,12.396,8.599
119.68868,47.086808,57805,8303,8,21.54919,21.62374,21.36696,21.17823,20.82194,GALAXY,1.5979,16.992,16.374,12.806,9.046
118.89861,47.895972,57805,8303,196,21.87431,21.49155,21.40822,21.22494,20.90275,GALAXY,1.095266,16.948,16.233,12.044,8.8
31.951587,22.693607,56989,7636,75,24.11147,23.78172,22.4456,21.24592,19.88181,GALAXY,1.031653,15.824,15.569,12.668,8.571
31.995218,21.541625,56989,7636,93,23.65683,24.5987,22.03389,20.97499,19.96488,GALAXY,1.690159,17.466,16.314,12.045,8.996
31.244709,23.666572,56989,7636,797,24.39521,22.96398,22.17448,21.11797,20.00477,GALAXY,1.132049,15.997,16.144,12.336,8.908
30.461689,22.620954,56933,7637,13,22.0658,22.00344,21.66465,20.19717,19.41883,GALAXY,1.261769,15.797,15.64,12.977,9.165
29.620459,23.665142,56933,7637,917,25.69356,23.69351,22.61302,21.56058,20.05841,GALAXY,1.075197,16.292,15.889,12.988,9.075
29.701132,22.98138,56933,7637,119,25.0515,24.29212,22.37678,20.76303,19.71042,GALAXY,1.01332,15.553,15.165,12.67,9.412
29.106205,22.09965,56933,7637,251,26.03157,24.27391,22.11952,20.84378,19.93525,GALAXY,1.806102,16.168,16.448,12.98,9.378
27.291045,24.695542,56981,7638,903,26.33489,23.86866,22.33848,21.22139,19.7296,GALAXY,1.337085,16.816,16.965,12.437,9.14
27.678253,23.478886,56933,7637,513,25.81979,23.96854,22.67893,21.4703,20.06664,GALAXY,1.118684,16.749,16.547,12.757,9.342
27.699908,23.751106,56933,7637,553,22.91531,23.76188,21.81488,20.74505,20.03634,GALAXY,1.174452,16.339,15.677,12.901,9.361
25.67559,23.266139,56981,7638,437,24.80873,23.25394,21.69877,20.515,19.7245,GALAXY,1.512091,16.589,16.637,12.384,9.44
26.533916,22.859253,56981,7638,303,25.88264,23.4415,22.91585,21.2597,20.03746,GALAXY,1.015505,15.595,15.207,12.724,9.434
25.84701,4.4805542,58131,9433,984,25.61201,23.88564,22.37722,22.22316,21.01451,GALAXY,1.015369,17.395,16.752,12.891,9.363
25.926818,4.1729381,58131,9433,987,21.92816,21.96115,21.03413,20.70272,19.93939,GALAXY,1.087678,16.793,16.054,12.869,9.348
25.240289,4.3421438,58131,9433,888,26.78087,22.84779,21.71775,22.10466,20.77914,GALAXY,1.022784,17.499,16.481,12.889,8.692
25.097767,4.3874258,58131,9433,843,23.14158,22.30192,21.58198,21.16037,20.41089,GALAXY,1.108179,15.777,15.386,12.824,8.828
25.160922,3.6835049,58131,9433,154,24.86138,22.4126,21.71087,21.22582,20.78948,GALAXY,1.339812,15.467,14.255,10.738,8.342
25.372505,3.628795,58131,9433,112,23.41105,22.20714,22.58838,21.39157,20.81567,GALAXY,1.648211,17.252,17.182,12.11,9.359
25.967579,3.2739739,58131,9433,58,24.14811,22.43983,22.46206,21.7746,20.37057,GALAXY,1.146088,17.196,16.856,12.936,9.249
12.372382,4.9849661,58100,9432,584,23.49602,22.08805,21.77002,21.12844,20.95484,GALAXY,1.170004,16.777,15.943,12.201,8.503
12.144673,4.8198334,58100,9432,554,23.55053,22.60526,21.96162,21.47993,20.35119,GALAXY,1.370185,16.91,16.277,12.279,8.728
12.676113,4.5070944,58100,9432,648,25.11413,22.57252,21.661,21.74298,20.94489,GALAXY,1.31273,17.133,15.909,12.405,8.914
12.114796,4.329408,58100,9432,530,24.03163,23.02005,22.46929,21.76281,21.35437,GALAXY,1.043584,17.303,16.256,12.481,8.455
12.050382,4.2007798,58100,9432,539,21.54103,21.16727,22.25689,21.32324,19.37007,GALAXY,1.214321,16.822,15.961,11.915,8.81
11.985244,4.3465353,58100,9432,508,26.14958,23.22443,21.95893,22.77225,20.8675,GALAXY,1.040088,16.813,16.026,11.733,9.056
11.862159,4.0205506,58100,9432,495,22.02785,22.00005,21.66551,21.95661,22.19242,GALAXY,1.453516,16.96,15.233,12.098,8.913
12.296985,3.905607,58100,9432,451,22.56619,22.45945,21.98785,21.39992,20.94969,GALAXY,1.183705,16.243,15.399,12.249,8.536
12.370609,3.8435822,58100,9432,441,22.95133,22.6067,22.19364,20.9222,20.97427,GALAXY,1.025522,16.8,16.032,12.062,8.466
12.509675,3.9273343,58100,9432,412,26.18671,21.74463,21.77656,20.75606,20.71438,GALAXY,1.044734,16.776,16.559,11.808,8.755
12.215562,3.6403957,58100,9432,462,23.08817,22.74582,22.22647,21.84855,20.65784,GALAXY,1.102345,16.498,15.827,11.291,8.331
12.01927,3.5969657,58100,9432,486,23.57007,22.96813,22.09248,21.62163,21.32551,GALAXY,1.02351,16.873,15.546,12.156,8.373
12.767606,3.732292,58100,9432,367,22.63879,21.85603,21.25962,20.61746,19.88912,GALAXY,1.009654,16.234,15.698,11.678,8.478
12.458692,3.2843587,58100,9432,390,22.81969,22.25564,21.61263,21.5645,20.88126,GALAXY,1.855929,16.679,15.254,11.512,8.533
12.319939,3.0885611,58100,9432,422,24.89772,21.82444,20.99923,20.62571,20.13751,GALAXY,1.090511,16.488,15.61,11.786,8.465
12.637339,2.7386339,58100,9432,341,22.98313,22.66967,22.19135,21.38745,21.18814,GALAXY,1.038237,16.174,16.012,12.241,8.702
8.34717009999997,10.558165,58436,11314,741,23.53179,22.7586,21.91468,20.4517,19.76639,GALAXY,1.233316,15.986,15.68,11.332,8.258
7.5433329,10.148528,58436,11314,583,23.96191,22.38499,21.94263,20.56779,19.88824,GALAXY,1.006074,15.995,15.502,12.239,8.094
7.50815230000001,10.221657,58436,11314,588,22.51514,21.98494,21.60644,21.8342,21.28169,GALAXY,1.263305,16.551,15.513,12.262,8.595
8.10789210000002,10.110376,58436,11314,709,24.65982,24.0119,23.40742,20.81677,19.67068,GALAXY,1.056715,15.164,15.11,12.126,8.28
7.2268977,9.615506,58436,11314,563,25.01532,22.56676,22.21264,20.91355,19.83069,GALAXY,1.109349,16.47,16.363,11.781,8.427
6.97910869999998,9.4873399,58436,11314,527,23.71831,23.49066,21.8562,20.57625,19.91256,GALAXY,1.188019,16.225,16.191,12.115,8.297
7.05525710000001,9.1059667,58436,11314,538,21.59288,21.51289,21.33589,20.86048,20.79699,GALAXY,1.922523,17.235,15.721,12.122,8.879
7.41100010000002,9.1093904,58436,11314,578,22.20036,21.85157,21.51663,21.37412,21.36413,GALAXY,1.560367,17.08,16.396,12.289,8.789
7.81873309999997,9.2066477,58436,11314,695,26.75844,23.39808,22.78125,20.90442,19.75875,GALAXY,1.018582,16.195,16.375,12.455,8.326
8.27497640000001,8.205386,58436,11314,215,22.09022,25.87472,23.19201,21.42686,19.24999,GALAXY,1.003918,16.723,15.546,12.351,8.783
6.88878149999999,7.8536035,58426,11313,751,23.33285,23.49147,22.44709,20.94347,19.91683,GALAXY,1.366198,16.171,15.878,12.722,8.909
7.23075469999998,6.0601618,58426,11313,161,23.90522,23.97745,21.9833,20.96216,19.70588,GALAXY,1.147561,16.454,16.435,11.961,9.016
6.75574719999997,8.8636349,58436,11314,495,25.61131,23.4061,21.96102,20.7553,19.7119,GALAXY,1.658843,15.516,15.312,12.037,8.721
146.33016,37.203017,57449,8852,565,24.09291,24.01336,21.63827,20.63468,19.95305,GALAXY,1.02408,16,15.732,12.477,8.628
42.130557,4.8220909,58029,9415,589,23.86047,23.21318,22.98126,21.93115,22.01962,GALAXY,1.17651,17.409,16.971,12.942,9.194
42.258291,4.8865508,58029,9415,623,21.98262,21.72272,20.98736,20.52784,20.65764,GALAXY,1.020532,17.198,16.632,12.906,8.904
41.863592,4.7267343,58098,9416,951,23.31411,22.65727,22.62736,21.91599,21.5689,GALAXY,1.056391,17.74,16.628,12.829,9.488
41.850528,4.5059468,58029,9415,528,23.64187,22.74125,23.44101,22.32214,21.15693,GALAXY,1.141417,17.325,16.484,13.013,9.587
42.328166,4.4860199,58029,9415,603,25.23798,23.22112,22.10644,21.6013,20.64359,GALAXY,1.276411,17.076,16.766,12.942,9.432
42.286693,4.6503021,58029,9415,635,22.40287,21.90105,21.27734,21.07333,21.47178,GALAXY,1.08673,17.076,16.119,12.293,8.898
42.11255,4.5079699,58029,9415,599,22.12151,22.7415,21.97328,20.87299,20.42185,GALAXY,1.032582,16.242,16.381,12.914,9.302
42.587139,4.6004997,58029,9415,713,23.4094,23.1893,22.60123,21.76862,22.27425,GALAXY,1.138134,17.366,16.471,12.594,8.985
42.778622,4.4035667,58029,9415,723,23.61904,22.82023,21.89239,22.13441,20.85964,GALAXY,1.274283,17.703,16.332,12.356,9.491
42.867341,4.6010194,58029,9415,755,22.99395,23.08603,22.36376,21.60223,21.23735,GALAXY,1.022518,17.442,17.016,13.07,8.906
43.025531,4.282303,58029,9415,805,22.33623,22.56889,22.24492,21.69216,21.49942,GALAXY,1.145433,17.376,16.601,12.863,9.42
43.108623,4.3232941,58029,9415,814,22.00784,22.07437,21.28236,21.07115,20.36784,GALAXY,1.108917,16.836,16.708,12.893,9.196
43.111847,4.3479293,58029,9415,844,24.39877,22.7108,22.13404,21.41216,20.33334,GALAXY,1.031267,16.159,16.139,12.369,9.046
